Pid,Uid,Catname,Region,Time,neighbors,forward_neighbors
1687,"[2055, 1696, 1681, 610, 149, 347, 372, 1576, 1976, 1488, 1039, 1172, 424, 15, 1846, 109, 227, 410, 922, 224, 35, 1801, 943, 1850, 433, 1237, 939, 606, 414, 534, 1374, 793, 1610, 1376, 1123, 1429, 1302, 768, 839, 622, 462]",120,5,"[15, 18, 12, 20, 13, 17, 16, 21, 10, 11, 19, 14, 22]","[3127, 177, 2608, 3618, 198, 1140, 1979, 1692, 422, 2145, 4778, 411, 2766, 783, 4847, 2512, 1981, 4123, 1000, 944, 2325, 38, 401, 2497, 2932, 3359, 362, 4558, 1785, 2366, 4017, 786, 2771, 966, 1545, 1838, 4670, 2375, 4106, 4618, 3404, 2178, 318, 3149, 372, 1762, 3772, 1922, 89, 3816, 1828, 2209, 105, 2795, 3907, 446, 1999, 1736, 1350, 48, 951, 3898, 4912, 2429, 4324, 1157, 3755, 1103, 3577, 3708, 4930, 1313, 3351, 4527, 406, 2904, 4583, 1622, 4696]","[3127, 177, 2608, 1140, 3618, 1692, 422, 4847, 2512, 2325, 2497, 2932, 198, 3359, 4558, 2366, 786, 2771, 411, 4670, 4106, 2178, 372, 1979, 3772, 4123, 1000, 89, 3816, 105, 1736, 48, 944, 3898, 4912, 2429, 3755, 2145, 3577, 4930, 4527, 401, 1622, 4696]"
1688,[647],121,51,"[7, 8, 11]","[3702, 417, 1680, 836, 999, 2270, 2429, 419, 1278, 4043, 2676]","[3702, 999, 2270, 2429, 419, 4043]"
1689,[417],116,30,"[19, 20, 17, 14, 18, 13, 16]","[1686, 36, 3951, 1689, 1969, 372, 2651, 411]","[1686, 36, 3951, 2651, 1689]"
1690,"[73, 154, 1121, 1384, 871, 262, 147]",23,55,"[19, 12, 8, 7, 21, 18, 22, 16, 20]","[3632, 3433, 4672, 356, 920, 3688, 783, 3717, 989, 1062, 828, 4813, 3059, 1350, 2847, 429, 2243]","[3632, 3688, 783, 989, 1062, 828, 3059, 3433, 2847, 429, 4672]"
1691,[1101],122,42,"[19, 22, 20, 8, 17, 23, 9, 21]","[2233, 3985, 4737, 1485, 4647, 2494, 1736, 1522, 3986, 332, 2011, 3418, 1062, 4051, 1589, 534, 4938]","[2233, 4737, 2494, 1736, 1522, 332, 3418, 1062, 3985, 1589]"
1692,"[873, 1625, 1376, 1228, 1818, 675, 350, 1846, 1318, 1185, 1956, 1594, 323, 299, 1832, 790, 935, 1242, 1176, 414, 1429, 779, 1522]",19,5,"[8, 12, 20, 16, 7, 9, 18, 15, 19, 14, 13, 11, 21, 22, 23, 17]","[177, 422, 1687, 3907, 4616, 786, 73, 1140, 3127, 4716, 2608, 1753, 4126, 198, 4930, 4227, 4499, 4056, 3958, 2689, 916, 4348, 3122, 89, 4313, 1762, 1456, 1828, 103, 3778, 534, 3389, 79, 4652, 604, 362, 2145, 1908, 2455]","[177, 422, 786, 4716, 1753, 198, 4930, 4227, 4056, 73, 2689, 4348, 3122, 4313, 1762, 3907, 1456, 3127, 103, 534, 79, 604, 2145, 2455]"
1693,[8],1,21,"[17, 6, 9, 22, 14, 1, 0]","[3029, 1064, 1693, 3166, 177]","[3029, 1064, 1693, 3166, 177]"
1694,"[1228, 377, 343, 924, 1215, 336, 1384, 177, 1814, 1217, 594, 1933, 2018, 212, 340, 527, 265, 1417, 1186]",52,51,"[23, 17, 20, 18, 16, 15, 12, 21, 19, 0, 14, 22, 13, 6, 10, 9, 11]","[177, 1694, 2902, 1753, 461, 4002, 701, 4552, 2195, 1716, 2599, 3098, 2391, 4591, 3937, 4043, 3358, 2668, 3556, 4716, 2999, 4559, 2932, 941, 3206, 1057, 2568, 4746, 434, 882, 1733, 3468, 4779, 2294, 1383, 4870, 4849, 1737, 1134, 1758, 1989, 4274, 196, 1747, 3674, 4867]","[177, 1694, 2902, 1753, 2195, 461, 701, 4591, 2599, 2668, 4716, 4559, 941, 3206, 2568, 4746, 1733, 4779, 2294, 4002, 4552, 4870, 1716, 1737, 1758, 4274, 1747, 4867]"
1695,"[1900, 316, 1054, 663]",57,54,"[9, 14, 8, 11, 19, 17, 15]","[1383, 3660, 1626, 1695, 4056, 2603, 1037, 4031, 786, 2278, 3378, 1716, 3958]","[1383, 3660, 4056, 1037, 786, 2278, 3378, 1695, 3958]"
1696,"[527, 102, 1506, 272, 717, 1046, 447, 143, 1361, 1443, 796, 458, 1733, 1227, 541, 709, 1744, 578, 1765, 1865, 1054, 1801, 937, 1984, 1711, 1904, 239, 863, 673, 490, 157, 1167, 1414, 1286, 588, 1738, 106, 93, 1524, 1115, 1476, 1062, 372, 572, 1477, 1634, 557, 1145, 2023, 586, 1136, 200]",96,16,"[7, 18, 19, 12, 14, 20, 22, 16, 6, 10, 23, 15, 11, 21, 17, 9, 13]","[1716, 4167, 4337, 1291, 3846, 786, 2927, 1082, 1057, 4716, 2278, 18, 2391, 317, 2455, 4599, 1725, 1696, 2744, 4297, 803, 4708, 660, 2498, 3415, 507, 4586, 4932, 1014, 4591, 973, 980, 3690, 765, 3988, 574, 3098, 1815, 4701, 4273, 411, 4532, 1818, 4377, 4156, 3586, 88, 166, 4124, 996, 2466, 2099, 3848, 268, 2338, 4087, 699, 3072, 991, 177, 2713, 1370, 3475, 362, 1445, 1545, 3621, 3200, 151, 3445, 167, 1072, 3067, 2414, 202, 4293, 3958, 1863, 3085, 2096, 188, 3404, 3684, 2344, 1064, 1313, 3172]","[1716, 4337, 4167, 18, 786, 1082, 4708, 660, 3415, 507, 4932, 1014, 4591, 3846, 3690, 765, 3988, 3098, 4701, 4273, 4532, 1818, 2278, 4156, 2455, 317, 88, 4716, 2466, 3848, 2338, 4087, 3072, 2927, 991, 177, 4599, 1370, 362, 1445, 3621, 1057, 1696, 1291, 1725, 151, 167, 2744, 2414, 202, 3958, 3085, 188, 3684, 4297, 1064, 3172]"
1697,[846],1,54,"[22, 19, 21, 18, 17, 20, 16, 23, 0]","[2280, 458, 2167, 778, 3742, 3957, 3391, 835, 2223, 3591, 2445]","[2280, 3957, 458]"
1698,"[269, 1210, 1456, 1265, 365]",28,54,"[8, 9, 18, 20, 10, 16, 6, 15, 17, 21]","[3264, 1530, 4317, 2290, 3754, 1698, 955, 1383, 4487, 3815, 973, 3963, 4021, 3519, 3000, 1256, 461, 4916, 4590, 3742]","[3264, 1530, 3754, 1698, 955, 2290, 1383, 973, 4317, 3963, 4021, 3815, 3000, 4487, 1256, 461, 4916, 3742]"
1699,"[1684, 440, 1702, 1269, 438, 1521, 1313, 1570]",135,16,"[10, 14, 13, 4, 11, 20, 17, 16]","[1665, 2221, 4222, 3599, 4436, 656, 1684, 3733, 2425, 3054, 1969, 362, 709, 2988, 1523, 48]","[4436, 1684, 2425, 1969, 2221, 362, 1665, 2988, 48]"
1700,"[147, 681, 39, 1263, 1215, 868, 1675, 1624, 1794, 2054, 1833, 532, 755, 1329, 722, 2009]",52,53,"[8, 20, 10, 12, 16, 15, 13, 14, 19, 7, 17, 21, 18, 23, 11, 9]","[153, 1700, 3688, 2972, 429, 4806, 3299, 1062, 4005, 2849, 1134, 3988, 1521, 177, 2103, 2082, 4591, 1324, 2887, 1064, 4652, 2915, 2715, 1247, 4442, 2613, 3059, 2070, 2565, 1745, 765, 4293, 4274, 4230, 362, 1752, 4407]","[153, 1700, 3688, 2972, 429, 4806, 2849, 1521, 177, 1062, 3299, 1064, 2915, 1247, 2613, 2070, 1745, 4293, 4230, 1752, 4407]"
1701,[322],92,25,"[21, 12, 11, 13, 16, 20, 14]","[1701, 811, 716, 2331, 650, 2312, 4123, 537, 1552]","[1701, 811, 2331, 716, 650, 2312, 1552]"
1702,"[1139, 1453, 722]",30,55,"[13, 9, 8, 12, 16, 7, 17, 14, 10, 19, 21, 11, 18]","[3366, 4464, 2866, 2441, 3847, 4009, 4274, 4728, 992, 3166, 1851, 2864, 783, 2851, 4022, 2694, 1802, 1377, 4337, 3365]","[3366, 2441, 4009, 4464, 4728, 992, 3166, 783, 2851, 4022, 2694]"
1703,"[666, 2085, 32, 895, 1079, 1612, 71, 1305, 844, 1186, 1117, 617, 340, 652]",52,46,"[22, 15, 13, 21, 11, 18, 10, 19, 17, 16]","[1900, 4441, 2199, 4555, 3500, 2992, 195, 1226, 701, 3122, 2958, 3530, 3886, 4716, 1091, 1808, 1862, 4659, 257, 3946, 321, 4551, 4771, 1034, 4762, 3657, 4537]","[4441, 2992, 1226, 701, 2958, 3886, 1091, 4555, 257, 3946, 4551, 4771, 1034, 3657, 1900]"
1704,"[2001, 1604, 1652, 1180, 985, 1694, 611, 778, 775, 855, 485, 436, 257, 487, 1389, 1029, 886]",52,42,"[19, 21, 8, 16, 12, 20, 13, 15, 17, 18, 23, 11, 22, 10, 6, 9, 14, 0]","[1704, 1594, 1814, 4207, 4716, 2022, 3465, 786, 4882, 3666, 2138, 3659, 1184, 1314, 4254, 3476, 4509, 4547, 3088, 3952, 1754, 3153, 4359, 1102, 2399, 534, 4124, 1259, 1357, 4276, 202, 1073, 721, 1600, 4591, 765, 4269, 2652, 3930, 3231, 388, 3568, 3423, 2314, 2751, 4676, 4396, 2580, 3708, 3238, 2990, 1662, 1747, 103, 4406, 3162, 1248, 4051, 2105, 1181, 1122, 1682, 1380, 362, 3789, 3687, 1818, 3958, 4805, 916, 1266, 1973, 2723, 1931, 3045, 3622, 1039, 1492, 151, 1417, 3058, 1829, 2578]","[1704, 4207, 1594, 4716, 3659, 3465, 3666, 4882, 786, 2138, 2022, 1102, 1184, 4254, 3153, 4509, 4547, 1314, 1259, 4591, 4269, 3952, 3930, 3423, 2751, 4396, 2580, 3238, 2990, 2399, 3088, 1662, 721, 103, 4406, 1248, 4051, 2105, 1600, 4124, 1682, 1380, 3789, 534, 916, 1266, 1973, 2723, 1931, 3045, 4276, 1357, 2652, 1754, 3231, 1039, 1492, 202, 1417, 3058, 1829, 1073, 2578]"
1705,"[1576, 10, 233, 1772, 1140, 809, 896, 68, 247, 215, 382, 1976, 1565, 1958]",135,5,"[22, 21, 12, 19, 11, 9, 17, 13, 7]","[177, 198, 783, 3599, 2248, 4778, 1955, 4043, 3898, 1728, 3505, 3938, 3976, 2766, 2859, 4287, 459]","[177, 783, 4778, 4043, 198, 3599, 3938, 2766, 4287, 459]"
1706,[1692],4,46,"[19, 22, 21, 20, 6, 18, 2]","[4944, 4945, 175, 2236, 8, 2897, 523, 4864, 3733, 3638, 2744, 3933, 811, 4761, 786, 2501, 321]","[4945, 175, 523, 3733, 3638, 8, 811, 786, 321]"
1707,[237],32,19,"[5, 18, 11, 12, 7, 15, 6, 13]","[4004, 1509, 109, 512, 2036, 4473, 3280, 795]","[4004, 2036, 3280, 512]"
1708,"[387, 1020, 954, 332, 1304]",28,30,"[20, 15, 14, 17, 21, 19, 12]","[1978, 368, 1250, 2872, 1708, 2856, 4484, 4925, 728, 4646, 3556]","[1978, 368, 4484, 2872, 1708, 4925, 2856]"
1709,"[1347, 1065, 1764, 746, 429, 1880, 259, 1099, 51]",1,16,"[21, 12, 22, 19, 10, 20, 8, 7, 14]","[786, 1925, 177, 3530, 362, 3011, 2399, 3301, 3833, 4128, 3020, 765, 4830, 2844, 4716, 1969, 1818, 4417]","[1925, 362, 3011, 177, 786, 3020, 3530, 2399, 1969, 4417]"
1710,"[861, 404, 880, 2096, 1221]",13,54,"[18, 10, 12, 20, 14, 19, 22, 16, 13, 15, 11, 21]","[1710, 804, 228, 4487, 4575, 912, 4599, 3162, 2713, 2446, 1716, 141, 3963, 1467, 1037, 1813, 135, 2470, 4097, 4715, 2520, 1383, 321]","[1710, 4487, 228, 4575, 804, 4599, 2446, 3963, 912, 1467, 1037, 135, 4097, 2520, 321]"
1711,"[15, 1912, 32, 1462, 193, 920, 1897, 492, 334, 376, 1793]",104,42,"[18, 20, 13, 17, 19, 15, 16, 14]","[3021, 4716, 2618, 370, 1711, 1165, 411, 698, 186, 795, 3182, 32, 2420, 1360, 1160, 3952, 1822, 4373, 1663, 3207, 3666, 1249]","[370, 3021, 1165, 2618, 1711, 698, 795, 32, 2420, 4716, 1822, 3666]"
1712,"[1527, 1583, 195, 1466, 1282, 1571, 516, 934, 937, 2108, 1024, 669, 479, 1984, 1750, 1111, 1771, 903, 2043, 638, 2002, 458, 55, 1309, 1977, 387, 1953, 701, 583, 768, 1425, 1815, 86]",23,54,"[8, 19, 20, 7, 10, 13, 22, 21, 18, 12, 15, 23, 17, 16, 9, 6, 14, 11]","[2985, 3018, 4727, 4370, 1712, 3003, 1383, 786, 3534, 177, 2493, 2096, 1716, 3162, 4305, 1377, 914, 66, 2012, 1626, 3106, 2065, 3592, 1969, 3776, 1324, 362, 1425, 783, 1993, 1069, 461, 3441, 2050, 4274, 1037, 4464, 4204, 3597, 762, 1256, 3697, 2337, 3855, 350, 4897, 3129, 3981, 3569, 4013, 1312, 1790, 4837, 4891, 2974, 1266, 2661, 2357, 4126, 1097, 470, 2445, 1454, 141, 4590, 1559, 4635, 765, 940, 3762, 689, 2993, 331, 4677, 2429, 1659, 3507, 2906, 3299, 735, 2427]","[2985, 4370, 1712, 3018, 4727, 3003, 786, 2493, 3534, 1383, 177, 1377, 2012, 3162, 1969, 4305, 2096, 914, 1425, 1069, 3441, 66, 2050, 1037, 4464, 4204, 762, 1256, 2337, 3106, 4897, 3129, 3569, 1312, 1790, 2065, 3592, 2357, 1097, 470, 1454, 4590, 3776, 1559, 4635, 765, 940, 3762, 2993, 4677, 2429, 3507, 2906, 3299, 735, 2427]"
1713,[612],121,41,"[7, 8, 12, 19, 18, 17]","[4921, 1286, 1244, 2687, 799, 4579]","[4921, 1286, 1244, 2687]"
1714,"[512, 489, 2092, 254]",96,51,"[15, 18, 19, 12, 13]","[2591, 300, 4933, 4051, 1654, 1072, 2695, 2768, 857, 1881, 3069, 4167, 1859, 167, 1005]","[2591, 300, 4933, 2768, 2695, 1881, 3069, 4167, 1654, 167]"
1715,"[984, 1057, 1201, 814, 134, 562]",63,29,"[15, 22, 19, 18, 16, 23, 20, 12, 11]","[4199, 3913, 297, 2749, 2429, 1728, 3530, 1643, 796, 3249, 4057, 93, 4486, 1441, 786, 2660]","[297, 3913, 3530, 1643, 2749, 796, 3249, 2429, 4486, 786, 2660]"
