Pid,Uid,Catname,Region,Time,neighbors,forward_neighbors
4217,[2664],204,240,"[22, 18, 0, 1, 16, 19, 23, 17, 21]","[4217, 2710, 5821, 3308, 1392, 3875, 5658, 5673, 6667, 5302, 6817, 820, 74, 6406]","[4217, 5821, 2710, 5673, 3875, 6667, 5302, 1392, 6817, 74, 6406, 5658]"
4218,"[356, 189]",6,541,"[15, 17, 18, 19]","[6623, 1114, 6770, 3361, 1321, 6050, 1566, 5678, 4919, 4640, 2969, 2222, 5857, 1471, 5478]","[6623, 1114, 1566, 4919, 4640, 1321, 2222, 3361, 5478]"
4219,"[39, 1808, 1621, 2338, 1941, 2543, 546, 313, 3066, 438, 2804, 1329, 1303, 1880, 1675, 314, 266, 1298, 1740, 3131, 9, 4, 2214, 1547, 2948, 2503, 1398, 2157, 2426, 1014]",150,29,"[17, 2, 23, 0, 21, 20, 6, 22, 3, 4, 18, 19, 1, 11, 10, 15, 13, 12, 14]","[1691, 2780, 368, 5769, 4530, 5124, 5527, 4221, 4219, 429, 842, 349, 3483, 5278, 6838, 1814, 6848, 6069, 2923, 5599, 1852, 6242, 770, 3346, 4196, 4104, 3615, 941, 3569, 6131, 6492, 4942, 4124, 3991, 808, 2594, 1639, 2560, 14, 2521, 2626, 2888, 3886, 190, 4354, 3704, 3135, 4239, 1577, 1935, 6101, 3203, 2396]","[1691, 2780, 5124, 368, 349, 6838, 4219, 6848, 5527, 3483, 5599, 1852, 770, 4196, 4104, 941, 3569, 4530, 6069, 4124, 1639, 2560, 2521, 2888, 3886, 1814, 3704, 3135, 4221, 6101, 2396]"
4220,"[346, 2715, 742, 2598, 3119, 44, 2064]",267,214,"[5, 6, 0, 12, 9, 8, 20]","[854, 1505, 2377, 3719, 3218, 5582, 1430, 1000, 44, 4041, 2350, 1046, 1254, 144]","[1505, 854, 3719, 5582, 1000, 44, 144]"
4221,"[39, 2235, 78, 979, 1808, 1621, 1173, 738, 1608, 330, 1760, 1941, 2903, 1521, 982, 1233, 2338, 153, 1257, 2486, 1419, 368, 45, 2116, 1170, 2277, 2861, 2096, 430, 1574, 313, 1935, 3006, 907, 3109, 1488, 3150, 1019, 1484, 1408, 2787, 2804, 1675, 1434, 1947, 2681, 2291, 552, 1572, 2981, 358, 2721, 2991, 1774, 1810, 488, 2977, 3108, 2006, 356, 406, 973, 2927, 1659, 1581, 4, 2576, 65, 1983, 1462, 841, 2726, 2503, 1976, 1820, 2106, 1513, 2426, 1398, 1117, 2342, 1388, 209, 2257, 438, 1014, 1842, 244, 1792, 1755, 706, 2410, 2303]",183,29,"[5, 21, 3, 2, 0, 1, 19, 18, 22, 6, 17, 20, 4, 23, 11, 15, 16, 14, 10]","[4530, 5124, 5884, 3886, 4482, 4703, 3483, 1814, 5599, 4219, 1120, 2106, 842, 5789, 1914, 813, 4827, 2598, 5996, 4213, 1525, 6838, 1155, 2204, 3975, 6382, 1201, 5425, 5119, 624, 3156, 4382, 6143, 349, 6848, 2481, 5227, 114, 5535, 5779, 3120, 5084, 3991, 3029, 861, 5852, 5433, 3928, 2778, 1743, 4951, 6101, 5559, 2927, 6535, 2619, 1357, 5980, 5847, 931, 3821, 5415, 4320, 504, 3169, 4443, 4124, 3611, 103, 5458, 3569, 2575, 1826, 5692, 6867, 2550, 6478, 5748, 5646, 3461, 6590, 3713, 5765, 431, 4337, 5263, 3449, 1899, 429, 2716, 4246, 6498, 5972, 4945, 6068, 2111, 2722, 2001, 3313, 4501, 483, 3280, 2230, 6672, 1735, 6127, 1129, 3153, 4275, 91, 5607, 5867, 3836, 4446, 3130, 1574, 5474, 2635, 3589, 3015, 6069, 1625, 4681, 1639, 6187, 1692, 583, 837, 679, 4863, 5749, 923, 4740, 3129, 2593, 3831, 3393, 1641, 42, 1443, 3753, 1759, 1461, 3116, 479]","[4530, 5884, 5124, 4482, 1914, 2598, 4219, 1120, 4703, 1525, 6838, 1814, 5119, 5789, 813, 6848, 5535, 4213, 1155, 2106, 3975, 3928, 4951, 842, 1201, 2927, 5599, 6535, 2619, 5980, 931, 504, 4443, 3611, 103, 3569, 5692, 2550, 4827, 2481, 5227, 3461, 114, 3713, 5779, 4337, 3449, 429, 2716, 4246, 5972, 6068, 2722, 5996, 3280, 6672, 1735, 1129, 4275, 5607, 3120, 3156, 3029, 3836, 3886, 5084, 3991, 1574, 3589, 2204, 6069, 4681, 583, 679, 4863, 5749, 861, 6382, 2593, 1641, 42, 3753, 1461, 479]"
4222,"[1173, 1396, 429, 36, 2235, 473, 2453, 51, 1716, 1517]",129,29,"[22, 20, 23, 2, 5, 18, 1, 21]","[970, 4274, 310, 624, 3726, 1316, 4757, 763, 2481, 5254, 99, 3697, 412, 6437, 1930, 6187, 6163, 211, 487, 1457, 6076]","[970, 310, 1316, 763, 5254, 412, 1930, 6163, 487, 6076]"
4223,"[1877, 3027, 430, 2293, 978, 2056, 3044, 363, 2095, 1576, 1038, 1349, 2466, 437, 315, 2981, 1566, 844, 467, 2877, 1034, 1188, 2073]",173,364,"[18, 4, 2, 20, 7, 21, 5, 22, 17, 1, 16, 19, 0, 23, 15, 3]","[1073, 6291, 1204, 643, 4706, 351, 1339, 6513, 4223, 6422, 481, 33, 5741, 1245, 589, 145, 5371, 3752, 3937, 3363, 404, 1926, 2239, 852, 1224, 1496, 4954, 699, 5584, 5421, 3432, 2296, 740, 5791, 2233, 4085, 526, 4776, 2995, 6845, 533, 5742]","[1204, 6291, 643, 4706, 6513, 6422, 1339, 589, 3752, 404, 4223, 1224, 1496, 699, 481, 5584, 3432, 351, 2296, 2233, 4085, 4776, 33, 533, 5742, 5741, 1073]"
4224,"[525, 1004]",172,467,"[17, 22, 21, 18, 1, 0, 20]","[4224, 4692, 5375, 4239, 5395, 6134, 3574, 3096]","[4224, 4692, 4239, 6134, 3096]"
4225,[1419],36,130,"[17, 15, 6, 5, 2, 21, 20, 1, 8, 0, 4, 3, 7, 23, 19, 9, 18]","[2657, 4225, 2716, 96, 5133, 4769, 4885, 1428, 4572, 944, 5746, 454, 2439, 5288, 6715, 3554, 67, 1974, 1306, 6111, 2432, 4831, 3863, 2134, 883]","[2657, 4225, 2716, 5133, 4572, 2439, 4769, 96, 6715, 944, 1428, 1306, 6111, 5746, 4831, 454, 3863, 883]"
4226,"[2235, 3036, 1099, 128, 1255, 3211, 2123, 318, 631, 907, 2587, 2438, 2936, 293, 3216, 3105]",267,89,"[19, 5, 23, 4, 0, 1, 17, 2, 7, 6, 3]","[5531, 3700, 5406, 5026, 6603, 3414, 6202, 3978, 5241, 5245, 454, 4532, 1020, 2222, 3182, 1191, 4207, 3765, 2099, 5954, 2562, 903, 3106, 2437, 3745, 2629, 1485, 5515, 706, 2102, 1694, 1945, 4852, 3790, 5793, 1140, 4357, 2108, 750, 4388, 837, 1539, 6476]","[5531, 6603, 6202, 5241, 5245, 4532, 1020, 3182, 1191, 4207, 5026, 2562, 2437, 2629, 5515, 2102, 1945, 3790, 1140, 2108, 4388, 6476]"
4227,"[2452, 716, 1479, 572, 675, 696, 1471, 1022, 2613, 567, 21, 210, 2001, 2811, 279, 819, 3159, 1210, 2851, 156, 494, 2898]",261,251,"[6, 16, 9, 20, 15, 17, 22, 1, 8, 5, 4, 13, 18, 0, 19, 14]","[2639, 5156, 775, 4227, 768, 5658, 4214, 842, 6765, 3981, 4197, 5631, 6110, 4759, 5501, 3171, 2695, 6727, 6385, 1920, 662, 180, 820, 1613, 4630, 5417, 4079]","[2639, 5156, 768, 5658, 842, 3981, 775, 5631, 4759, 3171, 4227, 2695, 6727, 1920, 180, 1613, 5417, 4214]"
4228,"[1877, 1330, 2435, 2462, 2434, 573]",104,482,"[23, 20, 0, 18, 19, 3, 16, 15]","[4228, 2905, 6100, 276, 5796, 842, 2410, 3309]","[4228, 2905, 6100, 5796, 276, 842, 3309]"
4229,"[2048, 937, 2453, 1941, 546, 2235, 1135, 1505, 2598, 1170, 2706, 2841, 473, 51, 463, 2257, 1257, 121, 2330, 2550, 2576, 1377]",87,29,"[20, 19, 22, 3, 17, 21, 23, 18, 0]","[4382, 856, 4568, 4681, 4859, 4683, 6838, 4631, 691, 4913, 5168, 3703, 1148, 5462, 1879, 3753, 4493, 4239, 4647, 4924, 6455, 735, 3211, 4980, 5281, 3476, 6606, 2477]","[4382, 856, 4683, 4681, 6838, 4631, 4859, 4913, 3703, 3753, 4568, 4924, 3476, 2477]"
4230,"[933, 1947, 2022, 458, 3017, 330, 1815, 1378, 2494, 1626, 190]",195,192,"[0, 15, 1, 2, 5, 23, 14]","[3971, 2977, 5645, 1430, 5936, 4205, 5486, 2482, 4784, 1146, 3478, 1839, 6460, 2373, 6087, 5393, 3893, 4394, 2639, 1667, 2061, 6630, 1905, 440, 2169, 5909]","[1430, 3971, 5486, 2482, 1146, 1839, 6460, 6087, 3893, 2977, 1667, 6630, 440, 5909]"
4231,"[2598, 291, 2808, 429, 1521, 1271, 1486, 3150, 2525, 71, 1233, 3129, 356, 2760, 1364, 1298, 2327, 1427, 1220, 1810, 2318, 205, 2214, 2576, 2176, 2568, 266, 337]",164,214,"[16, 1, 0, 21, 19, 6, 20, 17, 22, 23, 18, 3, 13]","[1302, 1899, 2959, 3920, 1902, 746, 1792, 4817, 1826, 708, 587, 2396, 2694, 6096, 2593, 914, 10, 5491, 1022, 624, 5123, 960, 6607, 3942, 265, 3666, 3888, 1044, 6278, 2688, 479]","[1302, 1899, 3920, 1902, 4817, 2959, 2396, 746, 2593, 1022, 624, 960, 3942, 1792, 3888, 6278, 479]"
4232,"[1919, 3225, 2288, 247, 2223, 259, 1157, 619, 333, 1079]",220,454,"[0, 21, 23, 22, 4, 1, 16, 2, 3, 19, 18]","[3390, 3378, 2639, 1740, 3418, 3846, 1040, 1776, 1933, 5416, 630, 3866, 5991, 222, 1431, 438, 4708, 5686, 6446, 6575]","[3378, 3418, 1040, 1740, 1933, 5416, 630, 5991, 1431, 438, 5686, 2639, 6575]"
4233,"[993, 2212, 567, 2504, 915, 3222, 549, 1308, 676, 2929, 772]",70,71,"[9, 3, 2, 19, 7, 6, 5, 1, 22, 4, 20]","[3095, 6362, 2534, 1864, 4994, 5338, 4135, 6263, 3846, 630, 5314, 779, 2615, 2862, 1849, 3177, 6610, 6237, 1575, 6496, 3181, 5862, 1200, 3882, 3336, 357, 768, 6165]","[3095, 6362, 4135, 2534, 630, 779, 2862, 1849, 1575, 3181, 5862, 1200, 3882, 4994, 357, 6165]"
4234,"[2452, 2212, 915, 2558, 2475, 735, 792, 2360, 1281]",74,469,"[22, 21, 20, 18, 8, 4, 3, 15]","[5610, 6263, 927, 4570, 3983, 6610, 4916, 5887, 5343, 5546, 1198, 6584, 4360, 2963, 5113, 2639, 5418, 3095, 2599]","[6610, 5610, 5887, 6263, 927, 1198, 4570, 6584, 2963, 2639, 5418, 2599]"
4235,"[1346, 1708, 2860, 645, 1928, 2659, 1913, 667, 1203, 1810, 2079, 2294, 1054, 1485, 999, 243]",133,434,"[1, 23, 18, 2, 21, 22, 19, 5, 0, 4, 3]","[4450, 1714, 5175, 5467, 2695, 6222, 4175, 1411, 1172, 5717, 3689, 3486, 3457, 3467, 2971, 5428, 1122, 893, 5127, 6556, 266, 4498, 2819, 4411, 4658, 4216, 6547]","[4450, 5175, 6222, 1411, 3486, 3467, 5428, 1122, 5467, 6556, 266, 2819, 4411, 4216]"
4236,"[1364, 429, 2841, 2075, 3210, 2684, 2006, 415, 2237, 1611]",256,504,"[5, 2, 3, 1]","[3054, 6489, 3984, 6313, 1599, 314, 4213, 376, 3897, 6506, 5998, 6838, 1866, 2521, 2344, 6592, 2204, 3620, 6869]","[6489, 1599, 4213, 3897, 5998, 1866, 2344, 3984, 2204, 6869]"
4237,"[415, 738]",227,29,"[17, 18, 23, 21, 20, 22]","[1786, 4237, 5333, 2684, 6641, 73, 5438, 583, 5852, 5492, 1088, 3709, 4482, 4750, 672]","[1786, 4237, 583, 5492, 5333, 2684, 4482, 6641, 672, 73]"
4238,"[2906, 2707]",214,35,"[6, 8, 17, 23, 5, 13, 2, 0]","[4238, 5050, 3910, 842, 3738, 5723, 5462, 4337, 617, 4078, 109]","[4238, 3910, 5050, 3738, 5462, 617]"
4239,"[1150, 2580, 458, 1396, 738, 678, 438, 933, 423, 1373, 2217, 2792, 1963, 445, 1621, 2167, 2075, 361, 559, 3203, 2826, 533, 1486, 373, 2178, 3080, 2706, 2038, 2907, 1811, 2453, 153, 1817, 2702, 1889, 429, 1961, 2413, 1419, 1004, 2598, 2808, 1808, 1368, 2043, 415, 740, 2243, 2116, 2573, 2186, 2443, 806, 2135, 542, 1315, 2841, 2560, 661, 2718, 2096, 1847, 386, 131, 1760, 1588, 1370, 537, 3037, 3211, 1179, 1488, 1608, 785, 766, 2682, 2556, 814, 2804, 1920, 2251, 561, 1783, 1349, 1660, 2519, 863, 1880, 1577, 1257, 2787, 3084, 1570, 2568, 939, 356, 1987, 2239, 1211, 343, 2330, 3019, 3129, 1955, 1990, 1413, 488, 2431, 1740, 3095, 2868, 1538, 1291, 1619, 1005, 992, 1080, 2727, 3227, 2927, 2403, 2282, 3031, 2347, 1815, 1111, 647, 3115, 3175, 2441, 3216, 1269, 2226, 1898, 2076, 1252, 4, 80, 1691, 65, 2045, 2236, 1774, 2816, 2709, 1409, 1939, 3124, 3043, 2014, 2306, 1154, 2948, 2839, 1605, 319, 2237, 2454, 2869, 2249, 2172, 2255, 718, 2090, 2102, 829, 268, 713, 18, 780, 136, 381, 2789, 1003, 1574, 2618, 1834, 54, 271, 2314, 2603, 1407, 1421, 967, 469, 3116, 2861, 1388, 2106, 2426, 1175, 1270, 983, 1086, 1620, 135, 412, 2342, 1948, 1933, 510, 481, 2340, 3005, 1624, 1307, 3161, 3163, 1755, 150, 706]",209,29,"[20, 1, 2, 21, 19, 6, 4, 23, 22, 18, 3, 0, 5, 17, 14, 16, 12, 15, 11, 7]","[6838, 4002, 6076, 2593, 705, 6487, 4513, 5732, 3015, 4365, 5682, 842, 2635, 401, 103, 4251, 6242, 6187, 1429, 3666, 141, 6669, 4583, 2477, 1919, 4482, 5262, 2869, 237, 3483, 4530, 753, 4681, 6361, 5949, 6755, 1000, 5402, 5414, 3990, 1683, 691, 3703, 6409, 3591, 6373, 6018, 6538, 5581, 4992, 6289, 6788, 161, 3270, 377, 3264, 2439, 3069, 3156, 994, 679, 1185, 5471, 610, 4965, 190, 6810, 4861, 1899, 2273, 860, 4742, 1511, 3876, 1385, 6692, 2742, 837, 1370, 2378, 3578, 1171, 413, 6716, 4015, 5078, 2356, 1313, 2182, 3255, 121, 1869, 2953, 4171, 4582, 1913, 3863, 342, 345, 2111, 428, 6875, 5498, 5619, 2445, 6209, 6244, 4382, 2308, 1205, 6069, 3301, 4506, 4205, 5380, 1610, 4418, 6408, 6339, 5675, 3849, 3608, 5245, 330, 2774, 2344, 2013, 6309, 5935, 4875, 5559, 1946, 6809, 5319, 2423, 5651, 5877, 5000, 4734, 2968, 754, 5290, 3065, 4249, 5280, 2135, 5045, 1357, 1639, 4224, 3096, 4572, 2893, 5051, 5124, 6086, 721, 6873, 2684, 6675, 6427, 5367, 2993, 1121, 647, 2497, 950, 4557, 1255, 5816, 2108, 67, 6380, 134, 1637, 2234, 4094, 5491, 1155, 6433, 844, 3973, 3673, 6625, 960, 6653, 127, 624, 1842, 6704, 3581, 2576, 3407, 2289, 5814, 3335, 6714, 2827, 2510, 239, 1492, 3747, 4088, 3253, 2106, 2327, 3169, 2396, 4717, 4500, 3974, 1412, 2566, 1254, 5759, 6252, 5125, 5451, 6772, 1197, 5635, 5255, 2914, 4367, 3755, 4315, 2886, 4412, 1609, 2598, 4442, 5293, 759, 907, 1545, 2157, 4034, 6764, 3943, 3831, 2778, 760, 1534, 1421, 3068, 3513, 2029, 6123, 1966, 1460, 1, 2045, 1177, 3117, 4229, 6779, 4275, 4942, 3160, 3991, 4219, 3126, 3082, 4255, 6725, 3807, 5577, 775, 431, 388, 6424, 2882, 1516, 6607, 827, 2262, 3245, 4427, 5711, 152, 2521, 1574, 2732, 3053, 5576, 159, 4599, 3273, 3128, 1038, 5851, 360, 1532, 400, 6068, 3388, 5719, 882, 6494, 2383, 4004, 3492, 321, 5998, 2147, 2530, 2936, 3380, 1488, 1856, 6895, 1349, 4212, 2779, 6264, 6278, 3527, 1196, 156, 4985, 1599, 3966, 1128, 2847, 6492, 4473, 4842, 821, 94]","[4002, 6838, 705, 4513, 2593, 6076, 5732, 401, 4251, 5682, 237, 4365, 6187, 2477, 103, 3015, 842, 3990, 6487, 2635, 2869, 6018, 1429, 4992, 4681, 6289, 6361, 3270, 3666, 5949, 3156, 1000, 610, 1919, 4861, 5414, 4742, 4482, 2742, 1683, 6242, 1370, 6716, 4015, 3703, 1313, 6409, 121, 3591, 4582, 3483, 6538, 345, 6875, 5581, 2445, 4382, 1205, 6069, 4506, 4418, 6408, 3608, 330, 2774, 2344, 6309, 6788, 753, 1946, 5319, 2423, 3264, 4734, 5280, 6755, 5045, 1639, 2893, 5051, 5471, 6086, 2684, 6675, 4965, 2993, 647, 4557, 2108, 67, 134, 5402, 4094, 1155, 844, 3673, 6653, 1842, 377, 3581, 3407, 5814, 3335, 2827, 2510, 1511, 2106, 3169, 4500, 2566, 1385, 5759, 5125, 6772, 1197, 5635, 5255, 4315, 2886, 4412, 6692, 4442, 5293, 1545, 4034, 3943, 4583, 760, 3068, 6123, 1966, 2045, 4229, 1899, 6810, 3991, 4219, 837, 2273, 3126, 3082, 4255, 5577, 388, 2882, 6607, 2262, 5711, 152, 1574, 3053, 5576, 1185, 4599, 3128, 4530, 400, 2378, 5719, 6494, 2383, 4004, 321, 2936, 1488, 1856, 1349, 4212, 2779, 5262, 3527, 156, 994, 1599, 2847, 6492, 1171, 4842, 413, 94]"
4240,[1127],147,164,"[9, 17, 1, 8, 18, 0, 5, 22, 6, 3, 7]","[4240, 3804, 3913, 5943, 532, 1422, 2338, 1891, 3026]","[4240, 3804, 3913, 5943, 532, 2338, 3026]"
4241,"[2752, 1977, 3054, 190, 1523]",230,506,"[7, 17, 3, 15, 14, 16, 1, 21, 22, 0, 2, 18, 23]","[5645, 1430, 284, 2080, 883, 1163, 2343, 3007, 2596, 4241, 1376, 1056, 2715, 88, 1231, 5584, 4873, 1544, 4368, 690, 5498, 162, 2514, 6849, 6655, 1215, 6902, 4314, 1314, 2955]","[1430, 5645, 284, 2080, 1163, 2343, 88, 5584, 3007, 4873, 4241, 1376, 1056, 4368, 2715, 5498, 6849, 883, 1215, 4314, 2955]"
4242,"[3096, 999, 2625, 2104, 2239, 1298, 3032, 1946, 1578, 449]",191,501,"[18, 3, 16, 22, 0, 5, 11, 13, 15, 20]","[3058, 5632, 4267, 2071, 4355, 3932, 842, 2172, 117, 4559, 1787, 6560, 4253, 538]","[3058, 4267, 2071, 117, 4559, 3932, 6560, 4253, 842, 4355]"
4243,[477],273,450,"[9, 21, 4, 12, 23, 6]","[5024, 4243]","[5024, 4243]"
4244,"[1150, 2649, 1331, 3124, 1302, 1760, 1135, 116, 1077, 997, 1525, 350, 2466, 3012, 2413, 1444, 644, 705, 2908, 1409, 1863, 2775]",227,453,"[16, 17, 22, 19, 21, 18, 20, 23, 0, 1, 4, 6, 12, 14]","[4244, 1667, 3097, 2648, 4145, 4646, 1347, 3966, 3649, 5081, 2935, 5580, 2443, 11, 5916, 1448, 1743, 4416, 6630, 6715, 6622, 1697, 5150, 4107, 5749, 4776, 593, 4055, 2463, 3160, 1955, 842, 522, 1177, 1664, 4510, 6076, 3198]","[1667, 2648, 4244, 4145, 3097, 2935, 4646, 5580, 11, 1448, 4416, 6630, 1347, 5150, 5749, 4776, 5081, 2463, 3649, 3160, 842, 1177, 3198]"
4245,"[3048, 2235, 1665, 2453, 2379, 890, 1941, 1170, 502, 158, 2267, 445, 269, 296, 1927, 834, 1728, 1017, 1517, 1911, 3031, 1006]",64,29,"[1, 6, 21, 0, 22, 19, 4, 20, 3, 2, 18]","[5240, 813, 1196, 6788, 2703, 385, 6838, 279, 4878, 3301, 3317, 535, 4791, 3960, 1443, 5584, 2864, 2046, 4493, 2423, 5018, 2038, 6316, 5975, 3934, 6127, 869, 2833, 6551, 4630, 4027, 6441, 878, 5249, 454, 1433, 490, 599, 1856, 5534, 3220]","[1196, 5240, 385, 813, 4878, 3317, 4791, 6788, 2864, 4493, 2423, 2038, 3934, 869, 6551, 4027, 6441, 5249, 1433, 599, 5534, 3220]"
4246,"[1434, 867, 2171, 429, 3120, 1689, 2428, 476, 976, 2151, 1415, 335, 4]",227,504,"[14, 21, 4, 19, 1, 2, 18]","[3975, 1611, 3244, 232, 6838, 245, 5403, 2573, 2387, 1743, 4513, 2396, 4357, 3265, 4221, 6122, 1244, 4548, 5119, 6715, 5559, 1420, 1488, 42, 2713]","[3975, 3244, 6838, 5403, 2387, 4513, 4357, 6122, 4548, 5559, 1488, 2713]"
4247,"[1259, 614]",104,270,"[18, 16, 15, 17]","[648, 2146, 4247, 418, 698, 6805]","[648, 2146, 418, 4247]"
4248,"[3211, 3096, 2602, 1039, 1170, 239, 1271, 3168, 561, 527, 602, 1025, 2944, 1808, 1052, 2914, 208, 1779, 809, 1086]",191,504,"[21, 20, 2, 23, 4, 0, 1, 3, 19]","[3483, 5850, 704, 6810, 6430, 1012, 1388, 5007, 6286, 842, 5266, 1639, 2503, 775, 1360, 1441, 6138, 182, 1845, 341, 6357, 5917, 5018, 838, 1265, 1354, 2812, 4732, 109, 6563, 2629, 6636, 837, 1147, 2885, 3874, 4598, 6127, 3704, 5857]","[5007, 3483, 5850, 5266, 704, 2503, 775, 6810, 1441, 182, 341, 6430, 5018, 838, 1354, 4732, 6563, 6636, 1147, 1012, 4598, 3704, 5857]"
4249,"[863, 583, 2638]",104,518,"[23, 18, 21, 17, 0, 22, 1, 2, 15, 16]","[2938, 2942, 3600, 4374, 3353, 577, 3422, 3965, 5261, 3816, 4424, 6507, 2541, 5190, 4039, 2105, 1379, 1648, 1672, 4239]","[3600, 3422, 2942, 5261, 4424, 2541, 3353, 5190, 4039, 2938, 1379, 1648, 4239, 577]"
4250,"[1744, 2056, 2235, 2649, 1760, 1826, 1593, 811, 1135, 2808, 378, 1679, 986, 1645, 2479]",274,453,"[4, 17, 23, 0, 1, 19, 3, 20, 12, 22]","[4087, 1917, 6209, 2094, 1667, 548, 1426, 6770, 1347, 3883, 5738, 842, 3944, 6441, 1319, 5297, 6622, 5969, 5671, 1800, 6225, 1639, 4646, 3131, 180]","[1917, 6209, 548, 1347, 5738, 3944, 1319, 5297, 4087, 5969, 2094, 6225, 1639, 1667, 180]"
4251,"[1150, 678, 533, 423, 137, 1004, 2598, 1908, 1170, 1570, 897, 2239, 2718, 829, 1574]",171,29,"[20, 19, 0, 4, 16, 1, 23, 21, 22, 2]","[4239, 4416, 2593, 1155, 4382, 4513, 3710, 4875, 3360, 5143, 4681, 1545, 2051, 1336, 6326, 4365, 4846, 1511, 4861, 5682, 103, 6018, 2888, 6487, 1919]","[4416, 1155, 4513, 4875, 3360, 4681, 1545, 2051, 6326, 4846, 4861, 103, 2888, 1919]"
4252,"[178, 1167, 2268]",42,320,"[1, 18, 3, 21, 19, 17, 14, 20, 0]","[1167, 3185, 4490, 3502, 5726, 6900, 550, 6787, 1595, 1677, 3781, 4100, 6709, 681]","[1167, 5726, 3185, 3502, 6787, 1677, 6900, 4490, 4100, 681]"
4253,"[2625, 379, 2693, 1137, 3032, 3124, 1409, 449, 208]",36,501,"[16, 3, 15, 19, 11, 14, 20]","[842, 5701, 4215, 6221, 2639, 4559, 1087, 6878, 4242, 3740, 1610, 2606, 3602]","[842, 5701, 6221, 2639, 1087, 6878, 3740, 3602]"
4254,"[2885, 3017, 137, 740, 346, 2598, 1239, 2171, 2671, 546, 2193, 3012, 3092, 177, 806, 681, 1137, 1244, 2106]",64,29,"[2, 3, 16, 21, 10, 22, 5, 6, 8, 19, 7, 1, 4, 15]","[2833, 1639, 2829, 2243, 1257, 6284, 1460, 6349, 4681, 5223, 32, 2100, 857, 376, 2384, 2547, 3054, 842, 6350, 10, 5350, 1524, 1420, 560, 6902, 5909, 4674, 38, 161, 5397, 6535, 2778, 1919, 3739, 600, 1067]","[2833, 1639, 6284, 1460, 32, 857, 2384, 3054, 2829, 842, 6350, 1524, 560, 5909, 38, 161, 6535, 1919, 2243]"
4255,"[2235, 2671, 3168, 1941, 1039, 1729, 738, 220, 69, 568, 1703, 1333, 1399, 1099, 1790, 2481, 1257, 1088, 352, 1243, 271, 1170, 1579, 2718, 1621, 152, 2164, 1385, 546, 3211, 1135, 300, 1215, 1767, 530, 1947, 763, 2277, 803, 2630, 1271, 502, 1143, 166, 2634, 1806, 1325, 592, 3109, 1660, 2680, 319, 2912, 1488, 2689, 3148, 47, 1577, 356, 3203, 2413, 1836, 2616, 2352, 1810, 583, 2454, 2520, 2644, 517, 1438, 1899, 2006, 3115, 2727, 150, 1484, 1659, 484, 1413, 1608, 1462, 990, 3025, 1252, 829, 731, 3031, 2035, 1123, 1086, 1948, 1844, 209, 155, 2040, 2008]",34,504,"[8, 20, 1, 23, 16, 19, 22, 2, 4, 15, 6, 18, 5, 14, 0, 21, 17, 7, 3, 12]","[408, 4255, 4275, 3096, 821, 3483, 1587, 2635, 3156, 4679, 1441, 1935, 6810, 2268, 6076, 1227, 293, 6820, 6127, 3130, 5891, 1308, 1843, 1212, 3984, 6304, 1433, 2588, 1360, 842, 2603, 4598, 5474, 6049, 3025, 1868, 1912, 5998, 624, 6357, 4299, 3764, 5128, 3335, 5651, 2476, 4530, 3242, 1012, 5090, 1087, 3722, 1639, 6535, 1750, 5842, 4032, 2495, 782, 5853, 3568, 2285, 371, 1429, 2497, 394, 242, 797, 3895, 1937, 2974, 4084, 4080, 6716, 5191, 5947, 131, 1461, 4882, 5478, 1675, 573, 3501, 6, 1905, 4791, 2778, 5060, 3735, 1923, 521, 3011, 4424, 2694, 2663, 73, 1493, 4815, 849, 5813, 470, 4992, 4783, 423, 4443, 2914, 3454, 5205, 4513, 4576, 2832, 1693, 788, 1832, 1388, 6158, 38, 6418, 34, 5146, 4572, 896, 4207, 3869, 507, 6625, 5978, 6235, 323, 1786, 273, 4661, 4997, 4213, 5159, 4472, 2135, 1013, 1321, 5123, 5560, 3135, 1866, 6289, 6187, 5249, 2147, 6331, 2157, 3807, 4239, 3186, 3903, 3516, 6354, 2029, 2684, 5876, 2733, 5802, 2304, 119, 1845, 4458, 1202, 1986, 3082, 5851, 1829, 3704, 6134, 2598, 4427, 4088, 4871, 5619, 327, 2158, 3980, 4354, 5848, 673, 6766, 4817, 827, 2593, 903, 4809, 4486, 2353]","[408, 4255, 4275, 3483, 3096, 4679, 821, 1587, 1935, 3984, 1433, 1308, 6810, 1843, 2268, 293, 2603, 6076, 1227, 2635, 4299, 3130, 1441, 5128, 5891, 6820, 1360, 842, 1087, 4598, 6127, 3722, 6049, 1868, 2495, 782, 3568, 2285, 371, 2497, 242, 797, 3895, 1937, 2974, 6716, 1461, 1675, 3501, 1905, 5060, 1923, 521, 4424, 2663, 1493, 3242, 4815, 5651, 470, 4443, 5205, 4576, 1693, 624, 1832, 6418, 5146, 4572, 3869, 3764, 5978, 323, 1786, 4997, 4213, 5159, 2135, 1013, 1321, 5123, 5560, 3135, 1866, 6289, 5249, 1639, 6331, 3807, 3186, 3516, 3025, 6354, 2029, 2684, 2733, 5802, 2304, 1845, 1750, 3082, 1829, 6134, 4088, 5619, 327, 3980, 5848, 6766, 5998, 2593, 4809, 2353]"
