Uid,Pid,Catname,Region,Time
278,2403,30,28,2012-06-07 19:53
740,549,171,70,2012-06-07 19:54
740,1345,5,70,2012-06-07 19:55
740,1197,113,70,2012-06-07 19:55
739,2656,63,38,2012-06-07 19:55
204,1803,171,17,2012-06-07 19:55
740,894,5,70,2012-06-07 19:56
253,2260,5,62,2012-06-07 19:57
563,2323,102,84,2012-06-07 19:58
204,504,156,17,2012-06-07 19:58
335,2472,35,74,2012-06-07 19:58
703,1944,101,84,2012-06-07 19:58
309,2080,170,6,2012-06-07 19:59
160,1296,156,25,2012-06-07 19:59
405,916,122,56,2012-06-07 20:00
547,1736,5,5,2012-06-07 20:00
305,2650,5,56,2012-06-07 20:01
27,1418,5,85,2012-06-07 20:01
231,1252,5,5,2012-06-07 20:02
21,2539,21,38,2012-06-07 20:02
318,170,153,34,2012-06-07 20:03
636,2445,174,38,2012-06-07 20:04
13,106,5,31,2012-06-07 20:05
620,1275,170,25,2012-06-07 20:06
618,655,171,84,2012-06-07 20:06
704,888,14,84,2012-06-07 20:06
677,101,174,38,2012-06-07 20:07
540,22,35,23,2012-06-07 20:07
320,2318,153,86,2012-06-07 20:09
603,2460,72,84,2012-06-07 20:10
276,937,35,18,2012-06-07 20:10
563,750,93,84,2012-06-07 20:10
34,1930,5,41,2012-06-07 20:12
34,430,5,33,2012-06-07 20:12
708,2159,138,48,2012-06-07 20:13
740,1934,5,70,2012-06-07 20:13
740,2545,5,70,2012-06-07 20:14
114,2515,9,50,2012-06-07 20:18
114,2002,134,50,2012-06-07 20:18
75,589,136,38,2012-06-07 20:19
75,2121,122,38,2012-06-07 20:19
204,2151,127,54,2012-06-07 20:20
786,2629,63,54,2012-06-07 20:20
204,1829,153,48,2012-06-07 20:21
564,563,72,5,2012-06-07 20:21
204,227,80,54,2012-06-07 20:21
718,658,72,84,2012-06-07 20:22
221,2788,133,84,2012-06-07 20:23
501,1748,170,38,2012-06-07 20:24
343,1163,171,15,2012-06-07 20:27
168,2454,170,9,2012-06-07 20:28
677,2035,14,38,2012-06-07 20:30
459,1368,135,34,2012-06-07 20:32
359,1920,67,41,2012-06-07 20:33
215,723,31,84,2012-06-07 20:33
563,2686,72,86,2012-06-07 20:33
104,898,114,23,2012-06-07 20:35
563,167,127,86,2012-06-07 20:38
659,2686,72,86,2012-06-07 20:39
648,819,5,17,2012-06-07 20:39
563,454,110,86,2012-06-07 20:40
8,1505,5,54,2012-06-07 20:43
729,2287,122,84,2012-06-07 20:45
109,1964,128,48,2012-06-07 20:45
580,2330,122,38,2012-06-07 20:46
642,144,5,81,2012-06-07 20:49
770,1759,93,17,2012-06-07 20:49
319,1371,87,56,2012-06-07 20:53
403,2760,95,63,2012-06-07 20:54
778,72,63,84,2012-06-07 20:58
572,1600,48,20,2012-06-07 20:59
457,1130,11,40,2012-06-07 20:59
302,2618,31,84,2012-06-07 21:00
809,2653,153,54,2012-06-07 21:00
247,695,127,70,2012-06-07 21:04
247,744,174,70,2012-06-07 21:06
693,2539,21,38,2012-06-07 21:06
247,2014,7,46,2012-06-07 21:06
251,2512,135,86,2012-06-07 21:12
694,2085,94,84,2012-06-08 10:16
524,738,127,7,2012-06-07 21:17
524,2110,5,7,2012-06-07 21:18
524,1993,5,7,2012-06-07 21:18
664,1688,5,19,2012-06-07 21:18
144,1176,156,25,2012-06-07 21:19
46,2118,5,38,2012-06-07 21:22
344,640,11,43,2012-06-07 21:23
21,380,135,84,2012-06-07 21:23
251,1531,156,86,2012-06-08 07:01
112,2471,5,74,2012-06-08 07:03
112,520,5,74,2012-06-08 07:03
439,956,115,68,2012-06-08 07:05
359,1039,129,38,2012-06-08 07:06
327,2698,156,48,2012-06-08 07:08
469,2293,135,84,2012-06-08 07:08
58,878,58,58,2012-06-08 07:08
747,413,170,17,2012-06-08 07:10
486,2399,170,84,2012-06-08 07:10
125,1292,106,4,2012-06-08 07:11
469,527,11,84,2012-06-08 07:11
620,2064,172,38,2012-06-08 07:13
104,415,54,23,2012-06-08 07:15
30,1846,106,72,2012-06-08 07:17
550,444,54,41,2012-06-08 07:22
205,658,72,84,2012-06-08 07:23
344,778,113,58,2012-06-08 07:25
18,831,170,17,2012-06-08 07:25
121,784,152,17,2012-06-08 07:26
785,1264,156,38,2012-06-08 07:26
122,2755,174,84,2012-06-08 07:26
785,401,81,38,2012-06-08 07:27
614,825,170,56,2012-06-08 07:28
361,1031,129,56,2012-06-08 07:28
361,965,156,56,2012-06-08 07:28
125,619,78,4,2012-06-08 07:29
668,1007,122,8,2012-06-08 07:32
205,636,113,84,2012-06-08 07:33
727,770,156,25,2012-06-08 07:33
251,1619,13,62,2012-06-08 07:34
558,213,54,84,2012-06-08 07:35
130,67,103,67,2012-06-08 07:37
130,1490,5,33,2012-06-08 07:37
159,2455,54,38,2012-06-08 07:37
384,1207,72,83,2012-06-08 07:39
121,1711,152,17,2012-06-08 07:39
805,861,106,86,2012-06-08 07:40
755,660,5,41,2012-06-08 07:41
61,1249,110,86,2012-06-08 07:41
55,463,156,81,2012-06-08 07:41
751,2600,99,38,2012-06-08 07:43
620,427,129,17,2012-06-08 07:43
557,2252,72,78,2012-06-08 07:44
244,390,110,38,2012-06-08 07:45
244,460,153,38,2012-06-08 07:45
622,990,170,17,2012-06-08 07:46
244,101,174,38,2012-06-08 07:47
58,137,72,17,2012-06-08 07:49
309,832,5,17,2012-06-08 07:49
805,2021,163,86,2012-06-08 07:49
556,1393,54,25,2012-06-08 07:50
371,137,72,17,2012-06-08 07:50
751,1512,54,38,2012-06-08 07:51
327,2723,156,84,2012-06-08 07:52
112,998,134,9,2012-06-08 07:53
560,658,72,84,2012-06-08 07:54
560,1293,106,84,2012-06-08 07:55
11,129,174,56,2012-06-08 07:56
281,1303,94,84,2012-06-08 07:56
104,1966,99,23,2012-06-08 07:57
32,1211,115,84,2012-06-08 07:57
66,385,153,38,2012-06-08 07:58
327,214,9,84,2012-06-08 07:58
63,1264,156,38,2012-06-08 07:59
294,301,13,81,2012-06-08 08:00
309,2696,72,17,2012-06-08 08:01
785,317,54,84,2012-06-08 08:01
537,256,156,55,2012-06-08 08:02
526,1193,58,29,2012-06-08 08:02
620,1157,134,17,2012-06-08 08:02
61,653,110,86,2012-06-08 08:02
577,2104,13,25,2012-06-08 08:02
121,460,153,38,2012-06-08 08:02
309,2062,156,38,2012-06-08 08:03
61,1362,156,74,2012-06-08 08:04
402,630,171,17,2012-06-08 08:04
719,844,11,19,2012-06-08 08:05
305,756,156,56,2012-06-08 08:07
566,626,55,84,2012-06-08 08:07
489,149,65,84,2012-06-08 08:08
647,188,163,41,2012-06-08 08:11
3,1207,72,83,2012-06-08 08:12
205,1972,54,62,2012-06-08 08:12
486,2727,54,84,2012-06-08 08:12
385,2696,72,17,2012-06-08 08:14
741,1691,156,46,2012-06-08 08:14
788,347,156,17,2012-06-08 08:14
741,1553,156,15,2012-06-08 08:16
122,2462,54,84,2012-06-08 08:18
681,437,9,14,2012-06-08 08:18
536,197,87,84,2012-06-08 08:18
702,1586,156,5,2012-06-08 08:19
121,273,54,38,2012-06-08 08:19
73,1762,54,38,2012-06-08 08:21
30,498,135,84,2012-06-08 08:21
384,1424,123,84,2012-06-08 08:22
741,2450,156,81,2012-06-08 08:24
727,2617,147,84,2012-06-08 08:24
171,2004,11,5,2012-06-08 08:26
597,617,54,77,2012-06-08 08:26
93,358,129,84,2012-06-08 08:27
146,410,170,38,2012-06-08 08:27
288,1268,54,84,2012-06-08 08:27
77,892,171,41,2012-06-08 08:28
706,1156,72,50,2012-06-08 08:28
741,1615,156,54,2012-06-08 08:28
61,1116,106,86,2012-06-08 08:28
456,4,11,84,2012-06-08 08:30
456,1256,137,84,2012-06-08 08:30
456,2309,106,84,2012-06-08 08:30
456,2668,63,84,2012-06-08 08:30
456,1765,142,84,2012-06-08 08:30
566,662,94,84,2012-06-08 08:30
3,658,72,84,2012-06-08 08:32
626,1564,54,67,2012-06-08 08:32
497,740,72,40,2012-06-08 08:33
104,1640,125,23,2012-06-08 08:36
525,1802,13,43,2012-06-08 08:36
305,846,156,84,2012-06-08 08:38
130,1624,16,66,2012-06-08 08:39
557,412,54,38,2012-06-08 08:39
77,1293,106,84,2012-06-08 08:39
750,1109,171,63,2012-06-08 08:39
557,1753,11,38,2012-06-08 08:40
455,2229,9,25,2012-06-08 08:40
107,2192,13,6,2012-06-08 08:40
455,524,54,25,2012-06-08 08:41
582,1497,11,84,2012-06-08 08:42
566,1590,174,38,2012-06-08 08:43
77,2493,129,84,2012-06-08 08:46
82,689,5,52,2012-06-08 08:46
409,1374,54,38,2012-06-08 08:47
630,2623,54,38,2012-06-08 08:50
788,1681,156,86,2012-06-08 08:51
731,517,54,17,2012-06-08 08:51
788,394,110,86,2012-06-08 08:51
582,743,54,84,2012-06-08 08:51
788,2001,5,86,2012-06-08 08:52
61,2176,5,34,2012-06-08 08:54
718,481,11,38,2012-06-08 08:54
566,1272,138,38,2012-06-08 08:55
750,914,87,48,2012-06-08 08:56
537,2662,48,84,2012-06-08 08:57
514,2342,135,81,2012-06-08 08:58
315,191,54,84,2012-06-08 08:59
188,2043,54,38,2012-06-08 09:00
156,1030,54,38,2012-06-08 09:00
343,1163,171,15,2012-06-08 09:00
718,601,9,38,2012-06-08 09:01
526,2025,54,43,2012-06-08 09:02
562,658,72,84,2012-06-08 09:02
202,1835,129,17,2012-06-08 09:02
34,2438,9,28,2012-06-08 09:03
285,1089,54,84,2012-06-08 09:03
34,1212,9,28,2012-06-08 09:03
556,1369,171,86,2012-06-08 09:03
672,266,11,17,2012-06-08 09:04
539,399,126,54,2012-06-08 09:05
414,2129,152,20,2012-06-08 09:05
248,238,54,66,2012-06-08 09:06
343,739,171,15,2012-06-08 09:06
202,1472,54,17,2012-06-08 09:06
124,574,170,38,2012-06-08 09:07
72,130,54,84,2012-06-08 09:07
497,658,72,84,2012-06-08 09:07
305,285,54,84,2012-06-08 09:08
562,316,156,84,2012-06-08 09:09
706,89,11,17,2012-06-08 09:10
343,765,171,15,2012-06-08 09:10
447,1638,9,15,2012-06-08 09:11
797,2188,170,81,2012-06-08 09:12
545,2401,11,38,2012-06-08 09:12
815,379,156,81,2012-06-08 09:13
5,120,134,17,2012-06-08 09:13
562,2217,156,84,2012-06-08 09:13
397,764,87,38,2012-06-08 09:15
397,1131,122,38,2012-06-08 09:15
562,1714,54,84,2012-06-08 09:15
744,464,115,74,2012-06-08 09:16
397,866,26,38,2012-06-08 09:16
16,1517,67,17,2012-06-08 09:18
302,862,72,38,2012-06-08 09:18
188,1860,11,38,2012-06-08 09:19
397,919,123,84,2012-06-08 09:19
195,344,54,17,2012-06-08 09:20
497,172,11,84,2012-06-08 09:20
63,1900,153,38,2012-06-08 09:22
320,2318,153,86,2012-06-08 09:22
704,1770,54,84,2012-06-08 09:24
168,190,170,18,2012-06-08 09:26
120,275,85,38,2012-06-08 09:26
316,2770,54,17,2012-06-08 09:26
597,530,54,33,2012-06-08 09:26
384,658,72,84,2012-06-08 09:27
107,13,93,17,2012-06-08 09:28
138,1660,163,86,2012-06-08 09:29
729,2522,94,84,2012-06-08 09:30
197,2227,54,38,2012-06-08 09:30
59,443,79,38,2012-06-08 09:31
497,2181,54,84,2012-06-08 09:33
497,538,54,84,2012-06-08 09:33
815,2373,78,84,2012-06-08 09:34
520,2327,9,9,2012-06-08 09:36
520,2560,13,9,2012-06-08 09:36
527,658,72,84,2012-06-08 09:38
683,668,70,38,2012-06-08 09:41
675,242,153,78,2012-06-08 09:41
785,1725,63,84,2012-06-08 09:42
241,2112,106,7,2012-06-08 09:47
579,943,54,38,2012-06-08 09:49
75,1812,58,38,2012-06-08 09:50
75,1854,157,38,2012-06-08 09:51
702,2674,156,56,2012-06-08 09:54
32,1211,115,84,2012-06-08 09:55
459,1368,135,34,2012-06-08 09:56
532,703,156,62,2012-06-08 09:58
534,658,72,84,2012-06-08 09:59
92,787,5,38,2012-06-08 10:01
603,2460,72,84,2012-06-08 10:02
556,879,11,86,2012-06-08 10:04
683,607,54,38,2012-06-08 10:06
527,975,153,38,2012-06-08 10:07
131,732,136,28,2012-06-08 10:10
714,934,156,32,2012-06-08 10:11
351,2594,11,38,2012-06-08 10:12
119,1047,11,84,2012-06-08 10:14
84,2431,110,46,2012-06-08 10:16
689,843,54,17,2012-06-08 10:17
384,1541,153,54,2012-06-08 10:18
371,2704,54,38,2012-06-08 10:22
350,1621,54,38,2012-06-08 10:25
400,981,91,23,2012-06-08 10:28
268,1861,54,17,2012-06-08 10:29
672,2551,54,17,2012-06-08 10:30
702,2775,54,56,2012-06-08 10:30
702,1747,54,56,2012-06-08 10:32
77,2245,54,84,2012-06-08 10:35
84,726,174,46,2012-06-08 10:38
445,1434,5,46,2012-06-08 10:39
302,2037,5,56,2012-06-08 10:44
302,1825,5,56,2012-06-08 10:44
120,1493,99,38,2012-06-08 10:46
414,529,31,20,2012-06-08 10:46
241,1908,28,21,2012-06-08 10:47
391,1230,170,86,2012-06-08 10:47
673,1309,132,36,2012-06-08 10:48
66,392,94,17,2012-06-08 10:50
648,279,170,17,2012-06-08 10:52
31,1583,170,84,2012-06-08 10:52
104,728,171,23,2012-06-08 10:56
555,2297,171,17,2012-06-08 10:59
541,1650,54,38,2012-06-08 11:00
659,1090,135,74,2012-06-08 11:02
714,2712,88,56,2012-06-08 11:03
187,2398,55,38,2012-06-08 11:04
179,1174,153,82,2012-06-08 11:13
179,2752,5,69,2012-06-08 11:13
392,234,54,41,2012-06-08 11:13
534,26,33,84,2012-06-08 11:21
276,937,35,18,2012-06-08 11:22
124,2549,170,38,2012-06-08 11:25
309,2205,156,54,2012-06-08 11:27
276,518,33,18,2012-06-08 11:29
231,1545,72,56,2012-06-08 11:29
309,157,54,54,2012-06-08 11:31
262,1832,61,84,2012-06-08 11:31
335,2109,5,41,2012-06-08 11:34
84,1599,48,46,2012-06-08 11:34
171,506,63,55,2012-06-08 11:35
568,158,72,12,2012-06-08 11:39
400,2009,166,53,2012-06-08 11:40
555,101,174,38,2012-06-08 11:41
120,2596,123,38,2012-06-08 11:41
217,1239,54,17,2012-06-08 11:42
98,2406,16,84,2012-06-08 11:43
141,448,24,84,2012-06-08 11:44
98,1020,138,84,2012-06-08 11:44
98,2022,18,84,2012-06-08 11:44
352,1264,156,38,2012-06-08 11:46
439,108,170,61,2012-06-08 11:48
385,1883,54,84,2012-06-08 11:48
499,1535,170,81,2012-06-08 11:50
141,2179,31,84,2012-06-08 11:55
327,2698,156,48,2012-06-08 11:56
32,1486,79,84,2012-06-08 11:58
564,1823,88,17,2012-06-08 12:01
84,1793,48,46,2012-06-08 12:03
327,2675,156,7,2012-06-08 12:04
351,75,122,38,2012-06-08 12:04
623,1111,33,26,2012-06-08 12:05
335,2672,171,68,2012-06-08 12:05
122,2105,170,84,2012-06-08 12:14
119,2778,54,84,2012-06-08 12:15
422,1501,86,77,2012-06-08 12:15
165,2061,171,38,2012-06-08 12:15
204,632,5,48,2012-06-08 12:17
596,2636,46,84,2012-06-08 12:22
420,1616,70,38,2012-06-08 12:22
352,658,72,84,2012-06-08 12:24
337,2382,31,17,2012-06-08 12:25
288,1689,118,84,2012-06-08 12:30
204,2680,5,48,2012-06-08 12:31
204,2448,113,48,2012-06-08 12:32
204,2303,156,48,2012-06-08 12:33
506,2686,72,86,2012-06-08 12:33
314,8,55,84,2012-06-08 12:34
457,1130,11,40,2012-06-08 12:35
657,938,87,77,2012-06-08 12:44
506,1794,72,25,2012-06-08 12:44
708,173,156,48,2012-06-08 12:46
251,1619,13,62,2012-06-08 12:53
716,883,55,7,2012-06-08 12:53
367,1451,170,38,2012-06-08 12:53
371,2704,54,38,2012-06-08 12:53
238,154,54,38,2012-06-08 12:54
708,1101,156,38,2012-06-08 12:56
402,176,54,84,2012-06-08 12:59
352,2642,72,68,2012-06-08 13:01
738,283,5,15,2012-06-08 13:01
344,290,122,58,2012-06-08 13:02
32,1211,115,84,2012-06-08 13:04
193,2220,54,38,2012-06-08 13:04
319,1371,87,56,2012-06-08 13:06
724,771,5,24,2012-06-08 13:08
497,484,142,84,2012-06-08 13:11
98,746,54,84,2012-06-08 13:12
624,2520,174,88,2012-06-08 13:13
204,504,156,17,2012-06-08 13:13
204,1803,171,17,2012-06-08 13:14
204,1477,174,17,2012-06-08 13:14
90,1135,72,47,2012-06-08 13:16
204,2700,162,17,2012-06-08 13:17
741,2679,99,17,2012-06-08 13:19
204,2518,141,17,2012-06-08 13:19
741,2202,87,17,2012-06-08 13:19
741,286,54,17,2012-06-08 13:19
43,1215,54,17,2012-06-08 13:20
786,2728,53,86,2012-06-08 13:20
108,2487,54,38,2012-06-08 13:20
90,1751,72,68,2012-06-08 13:21
624,1191,156,34,2012-06-08 13:23
716,800,11,7,2012-06-08 13:25
467,1035,135,9,2012-06-08 13:25
597,1618,42,33,2012-06-08 13:27
90,2145,72,68,2012-06-08 13:27
75,500,156,38,2012-06-08 13:29
214,2688,54,17,2012-06-08 13:31
165,2738,153,81,2012-06-08 13:33
323,982,129,67,2012-06-08 13:37
708,1431,67,17,2012-06-08 13:37
584,2460,72,84,2012-06-08 13:37
785,1548,170,84,2012-06-08 13:39
383,2003,54,86,2012-06-08 13:43
403,2510,106,63,2012-06-08 13:46
77,808,157,84,2012-06-08 13:46
678,445,5,9,2012-06-08 13:46
678,1457,122,9,2012-06-08 13:47
316,2257,35,17,2012-06-08 13:47
104,2783,94,23,2012-06-08 13:48
90,951,72,38,2012-06-08 13:49
75,522,156,17,2012-06-08 13:51
75,171,156,56,2012-06-08 13:51
489,423,87,81,2012-06-08 13:52
591,1100,94,84,2012-06-08 13:58
584,2686,72,86,2012-06-08 13:58
43,174,129,38,2012-06-08 14:00
321,400,32,17,2012-06-08 14:00
130,1624,16,66,2012-06-08 14:01
251,1619,13,62,2012-06-08 14:04
708,1939,72,24,2012-06-08 14:07
144,1176,156,25,2012-06-08 14:07
477,2690,165,84,2012-06-08 14:09
624,2452,156,86,2012-06-08 14:09
23,24,110,38,2012-06-08 14:11
23,815,161,38,2012-06-08 14:11
584,52,72,39,2012-06-08 14:13
729,356,34,38,2012-06-08 14:15
580,959,87,17,2012-06-08 14:16
580,1991,135,17,2012-06-08 14:16
75,1586,156,5,2012-06-08 14:18
770,321,5,56,2012-06-08 14:21
744,2498,142,74,2012-06-08 14:22
59,101,174,38,2012-06-08 14:22
618,2331,87,38,2012-06-08 14:24
319,1713,174,56,2012-06-08 14:24
531,1962,122,38,2012-06-08 14:25
402,2172,122,41,2012-06-08 14:30
42,1316,11,84,2012-06-08 14:35
678,424,63,17,2012-06-08 14:36
90,1401,156,56,2012-06-08 14:38
54,48,31,34,2012-06-08 14:40
641,1976,123,38,2012-06-08 14:41
402,2172,122,41,2012-06-08 14:46
237,2456,54,84,2012-06-08 14:51
605,222,87,17,2012-06-08 14:54
636,1396,115,74,2012-06-08 14:55
496,2530,122,81,2012-06-08 14:55
620,1066,166,17,2012-06-08 14:55
533,2027,156,81,2012-06-08 14:58
785,936,156,84,2012-06-08 14:58
58,322,54,84,2012-06-08 15:03
810,2257,35,17,2012-06-08 15:04
509,531,156,48,2012-06-08 15:07
171,1111,33,26,2012-06-08 15:14
379,218,137,17,2012-06-08 15:16
327,1402,27,30,2012-06-08 15:17
623,2177,5,5,2012-06-08 15:18
624,2452,156,86,2012-06-08 15:19
619,1670,132,45,2012-06-08 15:20
619,2502,132,45,2012-06-08 15:21
467,2155,5,9,2012-06-08 15:24
415,125,11,38,2012-06-08 15:24
533,2645,112,86,2012-06-08 15:26
16,1517,67,17,2012-06-08 15:27
669,1166,54,84,2012-06-08 15:27
108,103,63,38,2012-06-08 15:29
258,189,5,60,2012-06-08 15:29
198,282,94,84,2012-06-08 15:30
126,1482,174,38,2012-06-08 15:32
778,1158,10,38,2012-06-08 15:34
128,1395,3,62,2012-06-08 15:35
130,1844,113,33,2012-06-08 15:37
130,1490,5,33,2012-06-08 15:37
16,1849,67,17,2012-06-08 15:40
623,2177,5,5,2012-06-08 15:50
459,1368,135,34,2012-06-08 15:53
400,1839,11,53,2012-06-08 15:54
706,1156,72,50,2012-06-08 15:57
641,360,123,84,2012-06-08 16:00
574,76,5,88,2012-06-08 16:00
141,828,123,38,2012-06-08 16:04
400,2009,166,53,2012-06-08 16:04
189,1104,146,84,2012-06-08 16:05
534,1636,135,15,2012-06-08 16:06
575,923,48,7,2012-06-08 16:06
738,2360,127,46,2012-06-08 16:06
597,530,54,33,2012-06-08 16:07
664,1985,132,19,2012-06-08 16:10
327,2015,174,30,2012-06-08 16:10
754,407,5,83,2012-06-08 16:11
371,1873,72,6,2012-06-08 16:11
13,106,5,31,2012-06-08 16:12
647,1746,65,41,2012-06-08 16:12
609,537,48,52,2012-06-08 16:13
204,414,109,17,2012-06-08 16:16
433,1588,122,84,2012-06-08 16:16
524,2535,106,7,2012-06-08 16:21
439,2734,151,68,2012-06-08 16:23
167,2094,5,5,2012-06-08 16:23
515,2541,67,38,2012-06-08 16:25
624,2452,156,86,2012-06-08 16:30
624,2452,156,86,2012-06-08 16:31
624,2452,156,86,2012-06-08 16:32
619,1948,110,38,2012-06-08 16:33
619,1922,94,38,2012-06-08 16:33
524,2604,106,7,2012-06-08 16:36
231,1207,72,83,2012-06-08 16:38
524,994,153,7,2012-06-08 16:39
291,2803,115,38,2012-06-08 16:39
291,1842,115,38,2012-06-08 16:40
107,2223,98,17,2012-06-08 16:41
104,367,32,23,2012-06-08 16:43
577,1532,33,84,2012-06-08 16:44
197,1663,172,38,2012-06-08 16:48
624,2452,156,86,2012-06-08 16:49
106,2113,122,17,2012-06-08 16:53
98,2802,86,81,2012-06-08 16:54
98,2793,135,81,2012-06-08 16:55
592,2284,62,38,2012-06-08 16:56
641,1424,123,84,2012-06-08 16:59
21,1719,87,84,2012-06-08 16:59
718,658,72,84,2012-06-08 17:00
3,658,72,84,2012-06-08 17:03
130,1624,16,66,2012-06-08 17:09
380,72,63,84,2012-06-08 17:09
809,2653,153,54,2012-06-08 17:17
140,81,123,17,2012-06-08 17:19
194,1431,67,17,2012-06-08 17:19
547,1736,5,5,2012-06-08 17:22
727,626,55,84,2012-06-08 17:23
524,738,127,7,2012-06-08 17:25
231,171,156,56,2012-06-08 17:25
75,2569,65,55,2012-06-08 17:27
75,475,142,55,2012-06-08 17:27
75,823,50,55,2012-06-08 17:27
414,2036,33,38,2012-06-08 17:29
55,2412,54,84,2012-06-08 17:30
305,756,156,56,2012-06-08 17:31
565,1872,170,4,2012-06-08 17:31
451,933,48,84,2012-06-08 17:31
159,1453,63,84,2012-06-08 17:33
624,2452,156,86,2012-06-08 17:34
485,514,54,38,2012-06-08 17:35
86,2460,72,84,2012-06-08 17:36
149,1184,54,17,2012-06-08 17:37
3,1207,72,83,2012-06-08 17:40
167,2702,155,5,2012-06-08 17:41
361,2339,54,84,2012-06-08 17:42
550,1533,122,17,2012-06-08 17:42
231,1252,5,5,2012-06-08 17:46
626,1551,87,67,2012-06-08 17:47
231,1073,135,5,2012-06-08 17:47
359,1920,67,41,2012-06-08 17:47
140,101,174,38,2012-06-08 17:49
445,1434,5,46,2012-06-08 17:51
104,200,39,23,2012-06-08 17:54
768,1326,33,84,2012-06-08 17:55
77,1293,106,84,2012-06-08 17:56
430,806,157,84,2012-06-08 17:57
279,41,127,38,2012-06-08 17:58
106,1562,157,17,2012-06-08 17:59
131,634,5,67,2012-06-08 18:00
603,2147,87,84,2012-06-08 18:01
622,1066,166,17,2012-06-08 18:02
528,658,72,84,2012-06-08 18:03
327,1827,108,30,2012-06-08 18:03
616,937,35,18,2012-06-08 18:03
361,2662,48,84,2012-06-08 18:05
359,113,67,41,2012-06-08 18:07
439,2734,151,68,2012-06-08 18:09
27,1418,5,85,2012-06-08 18:12
611,2310,152,20,2012-06-08 18:13
361,658,72,84,2012-06-08 18:13
394,2630,5,58,2012-06-08 18:13
767,2762,5,33,2012-06-08 18:14
86,2168,72,16,2012-06-08 18:18
66,385,153,38,2012-06-08 18:20
32,2302,5,86,2012-06-08 18:22
616,518,33,18,2012-06-08 18:22
141,1715,174,84,2012-06-08 18:22
86,974,72,39,2012-06-08 18:24
214,2521,174,38,2012-06-08 18:26
322,2300,63,81,2012-06-08 18:27
741,2450,156,81,2012-06-08 18:29
739,2266,156,17,2012-06-08 18:30
104,485,171,23,2012-06-08 18:31
497,1344,171,40,2012-06-08 18:32
46,940,72,87,2012-06-08 18:34
741,1721,156,54,2012-06-08 18:34
611,2408,174,20,2012-06-08 18:35
309,2696,72,17,2012-06-08 18:35
675,242,153,78,2012-06-08 18:42
540,2008,48,18,2012-06-08 18:42
62,223,5,52,2012-06-08 18:43
144,2503,48,62,2012-06-08 18:47
626,1394,9,77,2012-06-08 18:48
624,2645,112,86,2012-06-08 18:49
567,2645,112,86,2012-06-08 18:49
29,1642,33,38,2012-06-08 18:51
309,2664,122,17,2012-06-08 18:52
488,1684,133,38,2012-06-08 18:53
104,1926,27,23,2012-06-08 18:55
714,1601,33,81,2012-06-08 18:59
520,1492,135,9,2012-06-08 19:00
385,1904,72,17,2012-06-08 19:02
85,1285,111,84,2012-06-08 19:02
418,2676,50,57,2012-06-08 19:04
344,778,113,58,2012-06-08 19:05
809,2655,171,15,2012-06-08 19:05
156,2776,174,84,2012-06-08 19:07
418,2071,50,57,2012-06-08 19:07
426,736,123,38,2012-06-08 19:08
467,993,47,9,2012-06-08 19:08
815,1466,135,81,2012-06-08 19:10
418,1338,172,60,2012-06-08 19:10
72,1815,170,38,2012-06-08 19:10
31,1008,63,84,2012-06-08 19:11
619,2426,142,38,2012-06-08 19:13
619,2717,87,38,2012-06-08 19:13
619,1845,110,38,2012-06-08 19:14
80,1653,122,86,2012-06-08 19:14
729,2340,99,38,2012-06-08 19:15
526,1733,135,29,2012-06-08 19:16
312,230,74,51,2012-06-08 19:19
98,2537,122,81,2012-06-08 19:21
685,742,122,38,2012-06-08 19:22
547,706,5,60,2012-06-08 19:23
198,2389,174,17,2012-06-08 19:25
427,1276,105,38,2012-06-08 19:26
107,2645,112,86,2012-06-08 19:26
648,819,5,17,2012-06-08 19:27
312,2580,54,51,2012-06-08 19:29
327,994,153,7,2012-06-08 19:29
104,2619,94,23,2012-06-08 19:31
693,1847,5,38,2012-06-08 19:33
146,1482,174,38,2012-06-08 19:35
647,152,5,41,2012-06-08 19:38
787,2492,173,58,2012-06-08 19:39
559,2233,72,50,2012-06-08 19:44
369,1207,72,83,2012-06-08 19:45
509,626,55,84,2012-06-08 19:45
34,430,5,33,2012-06-08 19:46
34,1930,5,41,2012-06-08 19:47
204,1803,171,17,2012-06-08 19:48
204,504,156,17,2012-06-08 19:48
215,1578,5,84,2012-06-08 19:49
158,1298,112,38,2012-06-08 19:49
440,583,5,4,2012-06-08 19:49
395,103,63,38,2012-06-08 19:51
369,2277,132,83,2012-06-08 19:52
509,1582,156,84,2012-06-08 19:56
709,1559,99,84,2012-06-08 19:56
450,705,122,38,2012-06-08 19:57
426,1293,106,84,2012-06-08 19:57
683,109,110,17,2012-06-08 19:57
223,1199,135,48,2012-06-08 19:59
223,1666,5,48,2012-06-08 20:00
223,2056,110,48,2012-06-08 20:03
292,2296,174,33,2012-06-08 20:04
724,771,5,24,2012-06-08 20:07
62,892,171,41,2012-06-08 20:08
369,1670,132,45,2012-06-08 20:09
61,2096,106,86,2012-06-08 20:11
204,175,156,84,2012-06-08 20:14
369,2490,132,45,2012-06-08 20:15
62,1293,106,84,2012-06-08 20:15
320,1728,172,28,2012-06-08 20:16
217,2224,11,84,2012-06-08 20:17
668,1036,63,9,2012-06-08 20:18
619,2305,27,38,2012-06-08 20:20
415,2099,143,38,2012-06-08 20:20
583,304,132,19,2012-06-08 20:24
805,612,5,74,2012-06-08 20:25
