Pid,Uid,Catname,Region,Time,neighbors,forward_neighbors
1663,"[418, 432, 538, 547, 783, 339, 591, 502, 703, 509, 357, 563, 90, 530, 626, 75, 1, 721, 197, 23, 338, 636, 724, 583, 708, 795, 712, 271, 305, 24, 345]",172,38,"[13, 17, 20, 22, 14, 19, 11, 18, 21, 9, 0, 8, 7, 10, 15, 23, 16, 1, 12, 5, 3, 6, 2, 4]","[1264, 1338, 1663, 2227, 2567, 2071, 248, 2784, 2064, 1829, 2676, 862, 658, 153, 1665, 598, 2765, 2138, 1704, 716, 673, 2573, 225, 2479, 171, 2683, 1161, 2782, 1722, 2546, 1870, 1456, 208, 1518, 1232, 2397, 1590, 517, 1499, 1906, 1396, 1582, 207, 815, 2544, 2321, 978, 2627, 1087, 1531, 513, 2145, 1135, 149, 2622, 2771, 1875, 1312, 756, 630, 1207, 1550, 522, 1776, 1690, 2320, 1923, 1922, 682, 892, 1083, 103, 2697, 1293, 519, 2035, 678, 1221, 626, 1591, 127, 1527, 1992, 699, 1620, 2016, 1361, 468, 385, 2686, 2358, 2768, 2243, 1052, 1129, 2725, 1545, 1364, 2460, 771, 2699, 133, 2270, 2645, 773, 1639]","[1264, 2784, 1663, 248, 1338, 2676, 1829, 2227, 2071, 658, 2765, 2567, 2683, 598, 2546, 2064, 2573, 225, 862, 1906, 207, 2544, 2321, 2627, 171, 1531, 513, 1135, 1704, 2782, 2771, 716, 756, 630, 1550, 522, 1776, 2320, 673, 1870, 1456, 1161, 208, 892, 103, 2697, 1293, 519, 678, 626, 1591, 2397, 1992, 1590, 517, 2016, 2479, 385, 2686, 1499, 2768, 1396, 1052, 2725, 1582, 2460, 771, 133, 2645]"
1664,[61],110,86,"[2, 1, 0, 20, 21, 23, 22, 5, 3]","[1575, 1203, 2511, 567, 2096, 1899, 1249, 653, 2344, 1363, 2285, 2057, 1362, 2176]","[1203, 1575, 2511, 653, 567, 1249, 1363, 1899]"
1665,"[90, 89, 489]",9,84,"[13, 16, 14, 6, 12, 11, 10]","[1264, 2577, 1663, 1665, 655, 248, 1069, 2035, 1409, 658, 775, 153, 892, 158, 149, 2138, 1338, 2459, 1928, 767]","[1663, 1665, 2577, 1264, 655, 1409, 658, 153, 892, 149, 2138, 248, 2459, 767]"
1666,[223],5,48,"[6, 8, 7, 17, 9, 20, 0, 5, 19, 21, 4]","[46, 1199, 2056, 1658, 896, 1109, 1963]","[46, 2056, 1658, 1963, 1199]"
1667,"[213, 708, 320, 474, 188, 401, 260, 236, 536, 18, 633, 353, 173]",109,84,"[19, 21, 22, 0, 2]","[1883, 1710, 658, 1606, 2043, 1614, 2450, 113, 514, 1121, 101, 1404, 168, 2161, 1533, 1146, 818, 1113, 626, 1002, 2194, 1529, 1293]","[1883, 1606, 2043, 2450, 514, 101, 168, 2161, 1146, 1113, 658, 2194, 1293]"
1668,"[64, 544, 608, 199, 45, 95, 25, 385, 783]",11,38,"[16, 14, 19, 15, 13, 17, 12]","[1590, 2164, 2067, 2059, 2053, 2539, 2167, 2036, 1448, 2070, 274, 2503, 2621, 2585, 2270]","[2164, 2067, 2539, 2036, 1590, 2059, 2070, 274, 2621, 2270]"
1669,[298],115,65,"[3, 13, 18, 2, 19, 15, 0, 4, 5, 20, 22, 1, 10, 7]","[1110, 715, 2405, 721, 451, 518]","[715, 1110, 721, 451, 518, 2405]"
1670,"[553, 448, 729, 643, 237, 313, 57, 504, 632, 172, 356, 205, 561, 332, 543, 386, 738, 753, 93, 449, 735, 242, 653, 602, 328, 649, 549, 246, 405, 134, 128, 759, 760, 200, 378, 86, 530, 337, 692, 583, 275, 622, 279, 334, 408, 575, 182, 92, 307, 809, 464, 108, 87, 329, 498, 704, 758, 51, 119, 619, 369, 778, 542, 99, 75, 388, 349, 779, 105, 536, 136, 509, 708, 230, 440, 642, 567, 143, 263, 731, 171, 269, 591, 804, 28, 595, 124, 659, 67, 773, 270, 60]",132,45,"[16, 6, 12, 11, 4, 15, 17, 9, 22, 14, 5, 13, 20, 23, 18, 21, 8, 7, 19, 0, 10, 1]","[2522, 356, 2490, 1670, 2340, 1425, 446, 2277, 304, 2599, 1269, 2287, 2544, 2069, 462, 312, 1159, 775, 2196, 1309, 548, 2502, 629, 358, 658, 2549, 2259, 517, 456, 610, 1336, 426, 425, 1519, 2778, 1395, 551, 1236, 2101, 1165, 2262, 1757, 41, 1532, 1105, 2722, 1777, 197, 2047, 1556, 2046, 2698, 1891, 165, 2150, 255, 1081, 2421, 1848, 974, 1540, 787, 1044, 1889, 1684, 2696, 1482, 2487, 2363, 1047, 1287, 1491, 2556, 2282, 955, 473, 9, 2767, 1446, 1093, 1972, 2108, 1397, 2692, 1921, 2396, 1319, 1796, 1813, 2144, 546, 783, 494, 2293, 1233, 679, 829, 1920, 440, 1230, 1059, 2488, 1043, 2382, 1131, 786, 883, 2127, 129, 1264, 1987, 2622, 916, 968, 583, 2795, 15, 2345, 2655, 1221, 2064, 1829, 1590, 1158, 64, 1409, 1581, 1808, 1161, 1483, 2633, 1908, 2460, 533, 1437, 676, 659, 1885, 2427, 1787, 144, 605, 2133, 2124, 1874, 2439, 2776, 1401, 620, 2803, 127, 1916, 283, 220, 1207, 626, 1812, 460, 372, 774, 26, 1956, 844, 2697, 2653]","[356, 2490, 2340, 1670, 1425, 446, 2287, 1269, 2544, 304, 312, 462, 2502, 358, 1309, 2196, 775, 426, 2549, 1159, 548, 2277, 658, 2522, 2259, 1891, 165, 456, 255, 1081, 1848, 1540, 787, 425, 2696, 1519, 2487, 2778, 1047, 1395, 2599, 473, 2101, 9, 1093, 2108, 2692, 1921, 2262, 1319, 1757, 1813, 546, 2293, 1233, 829, 440, 1532, 1230, 1105, 1059, 1043, 1131, 786, 2722, 883, 1777, 129, 1987, 2622, 968, 15, 2655, 2064, 1590, 1158, 64, 1581, 1161, 2633, 1908, 533, 1437, 2047, 676, 2427, 144, 2133, 2124, 1556, 2776, 629, 620, 127, 283, 1207, 2046, 460, 774, 2698, 26, 844, 610]"
1671,[695],135,84,"[23, 7, 4, 8, 14, 18, 17, 6, 11, 22, 16]","[1598, 332, 1671, 1622, 253]","[1598, 332, 1622, 1671]"
1672,"[412, 807]",9,15,"[19, 21, 18, 20, 5, 9, 17, 10]","[1756, 2494, 1836, 2632, 2045]","[1756, 2494, 1836, 2045]"
1673,[757],65,22,"[19, 18, 2, 16, 20]","[272, 954, 1673, 1712, 709, 1881, 973, 912, 2083, 1077, 1876, 2145]","[272, 1673, 954, 973, 1881, 912, 709, 1077, 1712, 1876, 2145]"
1674,[10],153,74,"[23, 1, 4, 0, 13, 2, 16, 15, 22]","[1965, 1189, 2498, 1874, 2123, 1476, 810, 801, 1201]","[1874, 1965, 1189, 2123, 1476, 810]"
1675,"[587, 305, 703, 509, 365, 61]",156,17,"[10, 22, 21, 17, 12, 14, 9, 15]","[1349, 903, 39, 756, 1362, 2096, 1951, 999, 846, 347, 1614, 2725, 205, 1142, 1221, 241, 2581]","[1349, 2096, 999, 756, 347, 1614, 205, 1221, 2581]"
1676,[465],54,38,"[8, 9, 12, 15, 17, 16, 13]","[1676, 658, 2445, 1796, 2482, 666, 1695, 1798, 626, 578]","[1676, 658, 666, 2445, 1798, 578, 1796]"
1677,"[49, 290, 75, 173, 741]",156,54,"[9, 10, 7, 14, 20, 22, 8, 12]","[2450, 1997, 1652, 1615, 352, 399, 2573, 156, 1553]","[1997, 1615, 2450, 352, 2573, 1652, 156]"
1678,[241],5,5,"[1, 21, 23, 19, 0, 10, 2, 11, 18]","[1908, 2112, 1678, 1264, 1409, 2036]","[1908, 2112, 1678, 1264, 2036]"
1679,[746],170,81,"[8, 7, 11, 6]","[2250, 1771, 2705, 1855, 976, 2312, 1985, 641, 291, 1114]","[2250, 1771, 2705, 2312, 1114]"
1680,[157],5,48,"[3, 12, 17, 19, 18, 21, 13, 23, 14, 9, 16, 2, 10, 22, 5, 7]","[1358, 1994, 118, 1198, 1680, 1738, 1869, 2698, 391]","[1358, 1994, 1680, 2698, 118, 1869, 1198]"
1681,"[788, 5, 475, 800, 466]",156,86,"[15, 8, 7, 16, 12, 5, 22, 13, 21, 6, 20, 14, 17, 10, 9, 0, 11]","[394, 347, 2001, 2347, 449, 120, 2146, 720, 1681, 2334, 763, 757, 2460, 2452, 1208, 1191, 93, 942, 626, 1888, 1326, 427, 754, 2707]","[394, 2001, 347, 449, 120, 2146, 2347, 2334, 1681, 720, 757, 763, 942, 626, 1326, 1208, 427, 2460]"
1682,[785],170,5,"[10, 13, 12, 18, 19, 5]","[434, 936, 1870, 2627, 1548]","[434, 2627]"
1683,[312],60,64,"[1, 20, 16, 15, 9, 17]","[387, 2751, 794, 2580, 53, 2139, 1080, 2548, 2311, 6, 1911, 230, 1783]","[387, 2751, 2580, 53, 1080, 1911, 230]"
1684,"[488, 731, 99, 221]",133,38,"[20, 21, 17, 12, 18, 19]","[2681, 620, 2696, 594, 2608, 1944, 1670, 97, 2788, 26, 101, 2556]","[2681, 594, 620, 1944, 1670, 2696, 97, 2608, 26]"
1685,[750],110,56,"[10, 11, 9]","[914, 2584]","[914, 2584]"
1686,"[792, 198, 755]",170,84,"[15, 11, 17, 8, 9, 16, 10, 13, 18, 19]","[282, 1686, 660, 1716, 2389, 1017, 852, 2764, 1325, 1125]","[282, 660, 1686, 1716, 2389, 852, 2764, 1325, 1125]"
1687,"[288, 140, 731, 257, 145, 566]",69,84,"[14, 12, 19, 21, 23, 17, 16]","[1096, 517, 1272, 806, 1637, 1635, 1268, 905, 1389, 814, 1104, 2101, 231]","[1637, 1096, 1635, 905, 814, 1272, 1104, 517, 231]"
1688,[664],5,19,"[22, 21, 0, 14, 23, 17, 18, 20, 1, 19, 16, 10]","[1688, 1985, 304, 1013, 2500, 1601]","[1688, 1985, 1013, 304, 2500]"
1689,"[589, 288, 257, 232]",118,84,"[11, 12, 13, 14]","[511, 1268, 491, 803, 814, 2108, 665, 547, 235, 1873, 1409, 1083, 808, 1854, 2308, 2460, 2150, 1800]","[511, 803, 491, 665, 235, 1268, 1873, 814, 1409, 1083, 1854, 2308, 1800]"
1690,"[339, 157]",156,55,"[7, 22, 21, 14, 23, 11, 16]","[1207, 248, 1690, 673, 2320, 2527, 434, 1752, 1545, 1738, 2627, 1063, 1301, 173, 658, 862, 1362, 1776, 1663, 2698, 522, 2516]","[1207, 248, 673, 1690, 2527, 1738, 434, 1752, 658, 1545, 1663, 2320, 522]"
1691,"[61, 21, 339, 809, 741, 467, 135, 497]",156,46,"[10, 16, 23, 20, 17, 0, 7, 8, 18, 19, 21, 9]","[2132, 51, 2450, 378, 115, 2400, 1721, 2202, 1691, 1607, 1207, 1553, 1582, 286, 1615, 1217, 1531, 2692, 2140, 1362, 2344, 2774, 1116, 221, 2360, 439, 1655, 673, 513, 1545, 724, 538, 740, 2679, 1864, 2593, 2756, 1503]","[2132, 51, 115, 1721, 2202, 2450, 2400, 1553, 1607, 1691, 1217, 2692, 1362, 2344, 1116, 439, 673, 1207, 1582, 740, 378, 2679, 1615, 2593, 1503]"
1692,[424],115,37,"[23, 9, 11, 19, 21, 10, 15, 22]","[539, 1903, 2283, 1692]","[539, 2283, 1903, 1692]"
1693,"[120, 719]",54,86,"[14, 8, 13]","[452, 403, 1302, 1173, 2460, 216, 125, 2618, 135, 275, 493, 58, 555, 2500]","[403, 1302, 1173, 2460, 125, 275, 493, 2500]"
1694,[577],36,25,[7],"[528, 2104, 1694, 1104, 149]","[2104, 528, 1694, 1104]"
1695,"[547, 333, 37, 85, 511, 202, 465, 591, 252]",174,84,"[18, 13, 19, 15, 12, 23]","[626, 1485, 2577, 2618, 1472, 2698, 1622, 2678, 1676, 2662, 1621, 1736, 468, 676]","[2618, 626, 2698, 2577, 2678, 1676, 1621, 468, 1485]"
1696,[572],5,20,"[1, 17, 4, 12, 3, 14, 20, 5, 0, 2]","[1696, 73, 1656, 2310, 1099, 2129, 630, 13, 1600]","[1696, 73, 2310, 1656, 2129, 1600]"
1697,"[361, 77, 442]",27,84,"[8, 13, 11, 17, 10]","[2339, 965, 1031, 2493, 123, 2564, 658, 83, 892, 2303, 2011, 2761]","[2339, 1031, 123, 2564, 658, 83, 892, 2303, 2761]"
1698,"[367, 304, 802, 541, 283, 797, 466, 573]",157,38,"[13, 4, 7, 12, 20, 16, 19, 15]","[2439, 1650, 1322, 691, 2794, 1698, 1085, 939, 980, 2460, 93, 54, 808, 1962, 1137, 2099, 841]","[2439, 1322, 691, 939, 1698, 2794, 93, 808, 1650, 1962, 841]"
1699,[466],153,25,"[16, 20, 13, 17, 15, 19]","[615, 270, 1520, 382, 93, 2314, 2564, 608, 1789, 47, 170, 942, 606, 1293]","[2564, 608, 615, 47, 382, 170, 2314, 1520, 942, 93, 1293]"
1700,[457],5,70,"[12, 23, 13, 19, 0, 21, 9, 11, 15, 16, 18, 10, 22, 20, 7, 5, 17, 3, 1, 14, 2]","[1700, 2467, 1130, 288, 305, 1508, 1659]","[1700, 2467, 288, 1130, 305, 1659]"
1701,"[327, 274, 49]",63,84,"[7, 11, 13, 10, 6, 8]","[2701, 1791, 207, 646, 534, 368, 2621, 304, 2698, 685, 1818]","[1791, 646, 368, 207, 304, 2701, 685]"
1702,"[469, 745, 193, 451, 237, 793, 200, 640, 700, 499, 567, 51, 52]",122,17,"[22, 20, 23, 17, 1, 18, 2]","[491, 2220, 1218, 2182, 2633, 1446, 2119, 53, 2805, 679, 547, 775, 1535, 2410, 1986, 2277, 2035, 356, 1831, 2113, 657, 514, 933, 1572, 658, 1648]","[1218, 2633, 2220, 1446, 53, 679, 775, 2410, 2277, 356, 2113, 514, 1572, 1648]"
1703,"[785, 474]",142,55,"[7, 6, 16, 12, 8]","[904, 434, 2039, 1113, 963, 755, 1264, 936]","[904, 434, 963, 1264]"
1704,"[702, 645, 339, 231, 90, 157, 680]",156,5,"[1, 14, 15, 8, 12, 16, 7, 9, 11, 21, 20, 6, 10, 18, 5]","[1264, 1545, 1252, 1829, 1207, 2627, 2138, 248, 1663, 862, 1073, 1222, 1401, 147, 1704, 2469, 2577, 550, 1135, 892, 923, 1063, 133, 656, 658, 1362, 1607, 673, 1293, 1729, 177, 2514, 2618, 561, 1586, 1137, 1777, 1025, 1026]","[1545, 2627, 2138, 1829, 1207, 1264, 1663, 862, 248, 1222, 892, 923, 133, 658, 1362, 1607, 673, 1704, 177, 2514, 2577, 2469, 1586, 550, 1777]"
1705,"[397, 505, 245, 634, 395]",157,84,"[17, 20, 16, 18, 19, 12, 13]","[2742, 1705, 1914, 2460, 442, 2776, 711, 103, 2365, 597, 799, 764, 1306, 1721, 1326, 627]","[2742, 2460, 2776, 103, 597, 764, 1705, 1721, 627]"
1706,[414],5,24,"[17, 22, 8, 16, 7, 20, 1, 18, 21]","[469, 529, 1706, 294, 2036, 969]","[529, 469, 1706]"
1707,"[120, 124, 364, 734, 262, 426]",48,84,"[10, 9, 13, 20, 14, 15]","[58, 493, 403, 799, 2052, 2590, 1617, 1324, 2594, 304, 2398, 2107, 1302, 574, 2549, 804, 1356, 2434, 2460, 1580, 2101, 1323, 2596, 202, 1933]","[58, 403, 1324, 2594, 2398, 2107, 2549, 1356, 2460, 2101, 2596, 1933]"
1708,"[703, 320, 805, 96, 799, 346, 636, 140, 199, 382]",156,74,"[17, 8, 21, 23, 20, 1, 0, 22, 9, 15, 11, 16, 5, 14, 13, 7, 18, 6, 4]","[2136, 1428, 1582, 1819, 757, 1404, 1190, 2506, 2391, 2423, 241, 2773, 194, 1362, 2581, 2686, 363, 510, 325, 1726, 1633, 918, 578, 804, 658, 2662, 168, 1983, 599, 1052, 2570, 969, 2687, 2525, 1250, 2531, 2754, 2723, 612, 840]","[2136, 1582, 1428, 1190, 1819, 1362, 194, 2581, 2423, 2686, 804, 2773, 658, 2662, 510, 363, 168, 325, 1983, 1726, 2570, 2525, 2531, 840]"
1709,"[269, 408, 440]",115,72,"[15, 12, 10, 14, 16, 18, 11]","[1009, 1295, 1757, 1535, 2045, 2281, 1503, 1496, 1014]","[1757, 1535, 1009, 2281, 1503, 1496, 1295, 1014]"
1710,"[46, 247, 509, 327, 38, 3, 815, 314, 353, 398, 780, 681, 380, 511, 767, 269, 310, 804, 112, 78, 741, 467, 322, 550, 98, 501, 702, 663, 715, 392, 593, 503, 714, 460, 531, 544, 186, 173]",127,38,"[1, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 23, 2]","[1643, 1667, 2772, 1591, 1410, 169, 207, 1207, 536, 940, 1594, 293, 377, 1538, 2471, 520, 2278, 2462, 734, 695, 1779, 1757, 2281, 255, 1106, 1188, 8, 2300, 639, 2015, 405, 1111, 1797, 2027, 103, 1195, 2310, 1238, 1950, 858, 2155, 2677, 1743, 2557, 1604, 1298, 1621, 1180, 1105, 1326, 274, 245, 2036, 930, 437, 892, 1026, 398, 2161, 1065, 51, 2132, 2762, 2565, 1397, 329, 610, 2697, 1264, 379]","[1667, 2772, 1207, 1643, 940, 293, 1538, 520, 734, 1779, 2281, 1106, 8, 639, 405, 2027, 1195, 1238, 858, 1743, 1604, 1591, 1621, 1105, 274, 2036, 1410, 169, 437, 1026, 2161, 2132, 2565, 329, 2697, 379]"
1711,"[121, 195, 701, 611]",152,17,"[18, 7, 19, 8, 17, 23, 20, 11, 21, 0, 13, 12, 2]","[784, 2062, 273, 137, 239, 460, 1711, 356, 344, 2666, 1414, 296, 892, 1849, 670, 2310, 1843, 1389, 2013, 2398, 2129]","[784, 2062, 273, 239, 460, 1711, 296, 1849, 344, 670, 2310, 1843, 2666, 2398, 2129]"
1712,[757],5,80,"[0, 3, 4, 23, 17, 11, 22, 2, 13, 1, 9, 14, 19, 5, 16, 10, 7]","[1876, 1712, 1077, 272, 926, 2083, 1881, 973, 1673, 709, 954, 2145, 912]","[1712, 272, 1881, 1876, 926, 1077, 1673, 973, 709, 2083, 954, 2145]"
1713,[319],174,56,"[12, 21, 13, 10, 8, 7, 14]","[1371, 1713, 169, 2258, 1111]","[1371, 169, 1713, 2258, 1111]"
1714,[562],54,84,"[9, 10, 11, 14, 13]","[23, 2217, 316, 2145]","[23, 2217, 2145]"
1715,[141],174,84,"[16, 17, 18, 13]","[1070, 126, 828, 1649, 698, 658, 1824, 1296, 448]","[126, 1070, 1649, 698, 1824, 1296]"
1716,"[792, 198, 397, 587]",54,84,"[17, 12, 9, 15, 16, 7, 6, 14, 10]","[1686, 282, 2389, 1716, 852, 919, 335, 1286, 892, 1125, 1059]","[1686, 2389, 1716, 282, 335, 892, 1059]"
1717,[88],129,84,"[10, 11, 19, 9, 16, 13, 7]","[2514, 1717, 267, 453, 1532]","[2514, 1717, 267]"
1718,"[542, 98]",96,84,"[18, 21, 12, 8, 6, 15]","[1020, 2394, 2583, 2027, 1180, 2457, 731, 2536, 985, 2793, 1285, 330]","[2394, 2583, 1020, 1180, 731, 2793]"
1719,"[58, 189, 297, 214, 21, 611, 624, 336, 221]",87,84,"[13, 20, 19, 15, 12, 16, 6, 4, 9, 21]","[2577, 1453, 1859, 2072, 1092, 1481, 1293, 380, 322, 1083, 1478, 2788, 1540, 1944, 2719, 888, 1485, 2546]","[1453, 2577, 1293, 1083, 1478, 1859, 1540, 2719, 1092]"
1720,[524],106,7,"[5, 20, 4, 10, 6, 0]","[20, 738, 2604, 994, 252, 2675, 146, 1993, 2698, 1301]","[20, 738, 146, 2698, 2675, 1301, 994, 252]"
1721,"[505, 497, 807, 339, 539, 741, 508, 75, 790]",156,54,"[19, 14, 22, 7, 18, 1, 21, 20, 8, 23, 15, 3, 9, 2, 12, 0, 6]","[2450, 1721, 1553, 1306, 1655, 19, 1691, 2516, 115, 98, 2202, 1207, 2460, 1288, 965, 2756, 51, 1541, 1652, 2400, 658, 1344, 1705, 2723, 2645, 936, 1615, 399, 2804, 2679, 2356, 1607, 2132, 2653, 1117, 2126, 1216]","[19, 1553, 1721, 2450, 1306, 1207, 2460, 98, 2202, 1652, 115, 2400, 1344, 1288, 965, 2645, 936, 2516, 2804, 2679, 2356, 2756, 2132, 2653, 1541, 1117, 1216]"
1722,"[75, 563, 704, 144, 345]",156,38,"[19, 10, 20, 8, 6, 9, 15, 11, 16, 14, 17, 13, 21]","[1722, 1176, 2725, 1923, 1101, 103, 1663, 1870, 313, 271, 171, 1215, 1482, 2754, 2542, 2695, 2753, 2546, 1456, 50, 454, 1264, 464]","[1722, 1176, 2725, 1923, 1663, 1101, 1215, 1482, 103, 2754, 2695, 2753, 1870, 454, 464]"
1723,"[642, 419]",63,81,"[13, 11, 16, 15, 14, 17, 12]","[144, 1630, 1723, 2499, 1590, 806, 1489, 646, 1293]","[144, 1723, 1630, 2499, 1489, 1590, 1293]"
1724,"[318, 109, 64, 724, 310]",127,48,"[11, 6, 17, 18, 15, 5, 12, 22, 10, 23, 21, 7, 0]","[5, 1357, 2244, 2092, 2718, 1964, 1724, 236, 2053, 482, 1933, 1651, 103, 2618, 1515, 2004, 1106, 479, 658, 170, 453, 347, 2699, 771]","[1357, 5, 2092, 2244, 482, 1964, 1933, 1651, 2718, 103, 2618, 1515, 1724, 1106, 658, 170, 236, 347, 771]"
1725,"[415, 785, 634, 432, 584, 469, 497, 806, 262]",63,84,"[20, 13, 18, 8, 16, 17, 15, 9, 12]","[317, 2460, 936, 1832, 2293, 1181, 1548, 627, 804, 1614, 2795, 2304, 2567, 271, 1009, 622, 1481, 2039, 401]","[936, 1548, 1832, 804, 2795, 2567, 2293, 1009, 1181, 622, 2039, 317, 2460]"
1726,[636],115,74,"[19, 20, 17, 14, 18, 23, 21, 12, 15, 10]","[1396, 2737, 99, 1726, 1708, 2292, 626, 2633, 2343, 1087, 2106, 2036, 2270]","[2737, 1396, 99, 1726, 626, 2633, 1087, 1708, 2292, 2106, 2036]"
1727,[375],42,12,"[4, 9, 8]","[1210, 1727, 422, 2396]","[422, 1727, 2396, 1210]"
1728,"[47, 714, 320, 678, 375, 547, 263, 368, 242, 671, 132, 503, 721, 809, 540, 177, 165, 436, 525, 151, 727, 21, 810, 157, 760, 601, 323, 86, 51, 597, 582, 170, 454, 621, 577, 592, 741, 724, 606, 315, 133, 467, 174, 38]",172,28,"[19, 14, 10, 11, 15, 22, 7, 12, 0, 17, 21, 8, 5, 23, 16, 2, 4, 18, 20, 1]","[892, 1728, 1064, 610, 1563, 2645, 2318, 133, 1449, 2672, 1061, 2422, 1866, 168, 2435, 1251, 2064, 2475, 608, 1582, 380, 937, 1643, 864, 45, 1218, 1046, 974, 775, 1604, 2503, 1624, 339, 438, 1956, 1826, 535, 897, 2618, 79, 1159, 1115, 2145, 1135, 228, 101, 363, 1404, 1248, 1323, 1210, 378, 742, 1595, 304, 233, 2155, 993, 1929, 1118, 1802, 1444, 503, 1736, 706, 1589, 1309, 528, 743, 1497, 2691, 2284, 2376, 2348, 47, 2460, 140, 424, 445, 2748, 2712, 1570, 795, 655, 1338, 2314, 675, 683, 2678, 372, 829, 2175, 876]","[1728, 1064, 1563, 2645, 610, 2672, 168, 133, 892, 608, 380, 1643, 45, 1046, 775, 1604, 1624, 438, 1956, 535, 2618, 79, 1866, 1115, 1135, 101, 1323, 2435, 378, 233, 993, 1802, 1444, 2318, 503, 706, 1589, 528, 1497, 2284, 1061, 47, 140, 445, 2712, 795, 2422, 675, 683, 372, 829, 876]"
1729,[645],5,41,"[17, 16, 23, 9, 20, 14, 21]","[1729, 892, 1319, 1264, 1293, 2257, 1704]","[1729, 1264, 892, 1319, 1293, 1704, 2257]"
1730,"[637, 302, 81, 692]",58,56,"[11, 18, 23, 20, 8, 9]","[1825, 2618, 2037, 1187, 2354, 862, 1105, 1789, 1556, 2776]","[2618, 2037, 2354, 862, 1789, 2776]"
1731,"[394, 129]",170,68,"[20, 17, 12, 13]","[2234, 1592, 2630, 2639, 1731, 1235, 2766]","[2234, 1592, 1235, 2639, 1731, 2630, 2766]"
1732,[775],93,62,"[6, 16, 8, 10, 19, 17, 21, 15, 13, 11, 12]","[929, 10, 2048, 2529, 2588, 510, 1732, 2754, 2713, 326, 703, 316]","[10, 2529, 2588, 929, 2754, 1732, 2048, 2713, 326, 316]"
1733,[526],135,29,"[8, 23, 2, 0, 19, 21, 3, 15, 16, 17, 22, 1]","[2025, 1733, 2120, 1193, 709, 1521, 2396, 1943]","[2025, 1733, 2120, 1193, 1943]"
1734,[726],54,38,"[10, 16]","[1734, 428, 2460, 1977, 1161]","[1734, 428, 2460, 1161]"
1735,[186],168,83,"[13, 0, 1, 23, 14]","[1207, 1801, 250, 572, 696, 1054, 1864, 560, 467, 1023, 2488, 869, 65, 700, 2533]","[1207, 572, 696, 1054, 869, 1801, 2533]"
1736,[547],5,5,"[19, 14, 20, 16, 21, 22, 17, 23, 18, 10, 0, 11]","[468, 1589, 1736, 1102, 706, 1267, 823, 1695, 1728, 892, 2064]","[468, 1736, 1589, 1102, 706, 1695, 1728, 1267]"
1737,"[308, 706, 82, 709, 375, 62, 609, 219, 272, 525]",48,50,"[16, 21, 14, 18, 11, 15, 9, 20, 13, 10, 19, 17]","[1521, 223, 689, 60, 89, 537, 2731, 251, 1552, 1300, 2396, 1313, 1890, 1388, 671, 1862, 1943, 422, 1210, 1802, 441, 1156, 1849, 961, 1605]","[1521, 537, 223, 689, 1300, 1313, 251, 1890, 60, 1210, 441, 1552, 89, 1156, 1849, 1605]"
1738,[157],5,7,"[17, 15, 1, 7, 22, 0, 14, 16, 20, 10, 12, 11, 19, 6]","[1738, 391, 434, 1829, 1680, 1358, 1570, 2161, 1944, 1338, 1994, 1690, 2748, 626]","[1738, 1680, 1829, 1570, 434, 1338, 391, 1994, 2161, 1358]"
1739,"[592, 555, 330, 119, 238]",122,38,"[12, 8, 11, 16, 10, 17, 13]","[2284, 101, 2791, 154, 2805, 627, 1641, 598, 983, 460]","[2284, 101, 2791, 627, 154, 598, 983]"
1740,"[304, 462, 710, 758]",170,13,"[17, 20, 2, 7, 6, 10, 8]","[2640, 2637, 328, 98, 1641, 2259]","[2640, 98, 2259]"
1741,"[633, 779, 732, 322, 482, 366, 349, 523, 567]",150,81,"[16, 21, 13, 17, 23, 22]","[786, 1768, 378, 1789, 371, 667, 9, 2521, 1403, 103, 1220, 1482, 933, 2460]","[1789, 786, 667, 2521, 103, 1482, 1768, 2460]"
1742,"[86, 311]",54,17,"[9, 12, 8]","[199, 347, 2447, 1807]","[199, 1807]"
1743,"[699, 501]",54,38,"[13, 8, 9, 20, 11, 10, 14]","[1743, 515, 2677, 1748, 2735, 1431, 216, 2284, 1232, 2656, 2370, 410, 1948, 1710, 1096]","[1743, 515, 2677, 1748, 410, 2735, 1431, 216, 2284, 1232, 1096]"
1744,"[793, 201, 728, 277, 640]",122,17,"[23, 0, 1, 3]","[892, 1648, 54, 433, 1270, 1293, 2517, 968, 1597, 962]","[433, 892, 1293, 968, 962, 1648]"
1745,"[453, 361]",137,81,"[22, 15, 13, 20, 18, 10, 14, 19, 7, 9, 8, 21]","[1018, 1745, 1601, 1777, 1590]","[1018, 1745, 1601, 1777]"
1746,"[647, 151, 44]",65,41,"[11, 17, 13, 16, 18, 15, 12, 14, 19]","[188, 152, 1746, 1658, 672, 1999, 2685, 2257, 97]","[152, 188, 1746, 672, 2685, 2257]"
1747,[702],54,56,"[16, 15, 14, 17, 18, 20, 10, 19, 9, 8, 13, 12]","[2775, 550, 2674, 1026, 1777, 1137, 1586, 1222, 1747, 1632, 1264, 1111]","[550, 1026, 1137, 1586, 1222, 2775, 1777, 2674, 1264, 1747, 1111]"
